,term,justiceName,medianJJ,liberal,median,lib_median,lib_court,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,vote,opinion,direction,majority,firstAgreement,secondAgreement,_merge
388,1988,JPStevens,BRWhite,1,0,0,0,1988-071,1988-071-01,1988-071-01-01,1988-071-01-01-01-06,4/17/89,2,490 U.S. 89,109 S. Ct. 1629,104 L. Ed. 2d 80,1989 U.S. LEXIS 1901,1603,Rehnquist,88-6494,WRENN v. BENSON et al.,NA,NA,213,NA,20,60,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,9,0,0,0,0,20350,2,1,0,3,4,4,403,,NA,102,1,6,3,103,2,2,2,1,NA,NA,3
389,1988,SDOConnor,BRWhite,0,0,0,0,1988-084,1988-084-01,1988-084-01-01,1988-084-01-01-01-07,5/15/89,1,490 U.S. 386,109 S. Ct. 1865,104 L. Ed. 2d 443,1989 U.S. LEXIS 2467,1603,Rehnquist,87-6571,GRAHAM v. CONNOR et al.,2/21/89,NA,208,NA,8,38,1,NA,NA,0,100,NA,24,NA,1,12,2,1,1,5,0,1,0,0,20400,2,2,0,3,4,3,314,,102,102,1,9,0,104,1,1,2,2,NA,NA,3
390,1988,TMarshall,BRWhite,1,0,0,0,1988-064,1988-064-01,1988-064-01-01,1988-064-01-01-01-04,3/29/89,6,489 U.S. 836,109 S. Ct. 1518,103 L. Ed. 2d 922,1989 U.S. LEXIS 1670,1603,Rehnquist,87-1104,"ZANT, WARDEN v. MOORE",11/29/88,NA,28,13,126,NA,1,NA,NA,0,61,NA,31,NA,0,12,6,2,1,5,0,1,0,0,10020,1,1,0,3,NA,NA,NA,,NA,102,1,8,0,98,1,1,1,2,NA,NA,3
391,1988,WHRehnquist,BRWhite,0,0,0,0,1988-051,1988-051-02,1988-051-02-01,1988-051-02-01-01-05,3/6/89,1,489 U.S. 546,109 S. Ct. 1294,103 L. Ed. 2d 559,1989 U.S. LEXIS 1241,1603,Rehnquist,87-2008,VIRGIN ISLANDS BAR ASSOCIATION v. THORSTENN et al.,1/11/89,NA,4,54,111,NA,1,117,54,0,125,NA,23,NA,1,12,2,2,3,2,0,0,0,0,20220,2,2,0,2,NA,1,144,,106,92,1,6,3,102,2,2,1,1,NA,NA,3
392,1988,WJBrennan,BRWhite,1,0,0,0,1988-117,1988-117-01,1988-117-01-01,1988-117-01-01-01-02,6/15/89,1,491 U.S. 244,109 S. Ct. 2408,105 L. Ed. 2d 199,1989 U.S. LEXIS 2974,1603,Rehnquist,88-396,COLONIAL AMERICAN LIFE INSURANCE CO. v. COMMISSIONER OF INTERNAL REVENUE,4/18/89,NA,171,NA,369,NA,1,69,NA,0,9,NA,25,NA,0,2,3,2,1,2,0,0,0,0,120010,12,2,0,4,NA,3,345,,106,102,1,6,3,92,1,1,2,2,NA,NA,3
393,1989,AMKennedy,BRWhite,0,0,0,0,1989-010,1989-010-01,1989-010-01-01,1989-010-01-01-01-09,12/5/89,1,493 U.S. 120,110 S. Ct. 456,107 L. Ed. 2d 438,1989 U.S. LEXIS 5832,1603,Rehnquist,88-791,"PAVELIC & LEFLORE v. MARVEL ENTERTAINMENT GROUP, A DIVISION OF CADENCE INDUSTRIES CORP., et al.",10/2/89,NA,111,NA,220,NA,1,NA,NA,0,96,NA,22,NA,0,2,2,2,1,4,0,1,0,0,90110,9,1,0,4,NA,4,400,,105,102,1,8,1,106,1,1,1,2,NA,NA,3
394,1989,AScalia,BRWhite,0,0,0,0,1989-056,1989-056-02,1989-056-02-01,1989-056-02-01-01-08,3/27/90,1,494 U.S. 715,110 S. Ct. 1428,108 L. Ed. 2d 701,1990 U.S. LEXIS 1666,1603,Rehnquist,88-1688,COMMITTEE ON LEGAL ETHICS OF THE WEST VIRGINIA STATE BAR v. TRIPLETT et al.,1/16/90,NA,216,NA,111,NA,1,71,NA,0,300,57,300,57,1,12,3,2,1,4,0,1,0,0,60010,6,1,0,1,NA,1,139,,105,102,1,9,0,105,1,2,1,2,NA,NA,3
395,1989,BRWhite,BRWhite,0,1,0,0,1989-056,1989-056-01,1989-056-01-01,1989-056-01-01-01-03,3/27/90,1,494 U.S. 715,110 S. Ct. 1428,108 L. Ed. 2d 701,1990 U.S. LEXIS 1666,1603,Rehnquist,88-1671,UNITED STATES DEPARTMENT OF LABOR v. TRIPLETT et al.,1/16/90,NA,371,NA,111,NA,1,71,NA,0,300,57,300,57,1,12,3,2,1,4,0,1,0,0,60010,6,1,0,1,NA,1,139,,105,102,1,9,0,95,1,1,1,2,NA,NA,3
396,1989,HABlackmun,BRWhite,1,0,0,0,1989-016,1989-016-01,1989-016-01-01,1989-016-01-01-01-04,1/10/90,1,493 U.S. 215,110 S. Ct. 596,107 L. Ed. 2d 603,1990 U.S. LEXIS 334,1603,Rehnquist,87-2012,"FW/PBS, INC., DBA PARIS ADULT BOOKSTORE II, et al. v. CITY OF DALLAS et al.",10/4/89,NA,117,NA,3,51,1,NA,NA,0,120,NA,25,NA,0,12,2,1,4,7,0,1,0,0,30010,3,2,0,1,NA,1,139,,104,92,1,6,3,100,4,1,2,2,92,NA,3
397,1989,JPStevens,BRWhite,1,0,0,0,1989-051,1989-051-01,1989-051-01-01,1989-051-01-01-01-06,3/20/90,1,494 U.S. 558,110 S. Ct. 1339,108 L. Ed. 2d 519,1990 U.S. LEXIS 1530,1603,Rehnquist,88-1719,"CHAUFFEURS, TEAMSTERS AND HELPERS LOCAL NO. 391 v. TERRY et al.",12/6/89,NA,249,NA,247,NA,1,NA,NA,0,99,NA,24,NA,0,2,2,2,1,2,0,0,0,0,10580,1,2,0,1,NA,2,218,,98,102,1,6,3,103,4,2,2,2,NA,NA,3
398,1989,SDOConnor,BRWhite,0,0,0,0,1989-054,1989-054-01,1989-054-01-01,1989-054-01-01-01-07,3/21/90,1,494 U.S. 638,110 S. Ct. 1384,108 L. Ed. 2d 585,1990 U.S. LEXIS 1534,1603,Rehnquist,88-2035,"ADAMS FRUIT CO., INC. v. BARRETT et al.",1/17/90,NA,151,NA,145,NA,1,NA,NA,0,56,NA,31,NA,0,2,3,2,1,2,0,0,0,0,100030,10,2,0,4,NA,6,600,29 U.S.C. Œ_ 1854,98,102,1,9,0,104,1,1,2,2,NA,NA,3
399,1989,TMarshall,BRWhite,1,0,0,0,1989-117,1989-117-01,1989-117-01-01,1989-117-01-01-01-01,6/18/90,1,496 U.S. 661,110 S. Ct. 2683,110 L. Ed. 2d 605,1990 U.S. LEXIS 3184,1603,Rehnquist,89-243,"ELI LILLY AND COMPANY v. MEDTRONIC, INC.",2/26/90,NA,143,NA,143,NA,1,NA,NA,0,109,NA,8,NA,0,12,3,2,1,2,0,0,0,0,80180,8,2,0,4,NA,6,600,35 U.S.C. Œ_ 271,105,102,1,6,2,98,1,1,2,2,NA,NA,3
400,1989,WHRehnquist,BRWhite,0,0,0,0,1989-141,1989-141-01,1989-141-01-01,1989-141-01-01-01-05,6/27/90,1,497 U.S. 836,110 S. Ct. 3157,111 L. Ed. 2d 666,1990 U.S. LEXIS 3457,1603,Rehnquist,89-478,MARYLAND v. CRAIG,4/18/90,NA,28,25,100,NA,1,NA,NA,0,302,25,300,25,0,10,4,2,1,5,0,1,0,0,10270,1,1,0,2,NA,2,213,,104,102,1,5,4,102,1,1,1,2,NA,NA,3
401,1989,WJBrennan,BRWhite,1,0,0,0,1989-042,1989-042-01,1989-042-01-01,1989-042-01-01-01-02,3/5/90,1,494 U.S. 344,110 S. Ct. 1176,108 L. Ed. 2d 293,1990 U.S. LEXIS 1229,1603,Rehnquist,88-512,MICHIGAN v. TYRIS LEMONT HARVEY,10/11/89,NA,28,27,100,NA,1,NA,NA,0,302,27,301,27,1,12,3,2,1,4,0,1,0,0,10120,1,1,0,7,2,2,214,,102,102,1,5,4,92,2,1,2,1,103,NA,3
402,1990,AMKennedy,DHSouter,0,0,0,0,1990-021,1990-021-01,1990-021-01-01,1990-021-01-01-01-08,1/14/91,2,498 U.S. 233,111 S. Ct. 628,112 L. Ed. 2d 710,1991 U.S. LEXIS 448,1604,Rehnquist,,In re BERGER,NA,NA,111,NA,20,60,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,1,0,1,0,0,60010,6,2,0,3,4,6,600,21 U.S.C. Œ_ 848,NA,102,1,9,0,106,1,1,2,2,NA,NA,3
403,1990,AScalia,DHSouter,0,0,0,0,1990-097,1990-097-01,1990-097-01-01,1990-097-01-01-01-07,6/6/91,1,501 U.S. 32,111 S. Ct. 2123,115 L. Ed. 2d 27,1991 U.S. LEXIS 3318,1604,Rehnquist,90-256,"G. RUSSELL CHAMBERS v. NASCO, INC.",2/27/91,NA,233,NA,123,NA,1,NA,NA,0,77,NA,25,NA,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,3,NA,NA,NA,,95,95,1,5,4,105,2,2,1,1,NA,NA,3
404,1990,BRWhite,DHSouter,0,0,0,0,1990-038,1990-038-01,1990-038-01-01,1990-038-01-01-01-02,2/20/91,1,498 U.S. 479,111 S. Ct. 888,112 L. Ed. 2d 1005,1991 U.S. LEXIS 1143,1604,Rehnquist,89-1332,"GENE MCNARY, COMMISSIONER OF IMMIGRATION AND NATURALIZATION, et al. v. HAITIAN REFUGEE CENTER, INC., et al.",10/29/90,NA,368,NA,106,NA,1,68,NA,0,58,NA,31,NA,0,12,2,2,1,2,0,0,0,0,90120,9,2,0,4,NA,3,344,,103,95,1,7,2,95,1,1,2,2,NA,NA,3
405,1990,DHSouter,DHSouter,0,1,0,0,1990-080,1990-080-01,1990-080-01-01,1990-080-01-01-01-09,5/23/91,1,500 U.S. 257,111 S. Ct. 1807,114 L. Ed. 2d 307,1991 U.S. LEXIS 2907,1604,Rehnquist,89-1918,ROBERT L. MCCORMICK v. UNITED STATES,1/8/91,NA,19,57,27,NA,1,NA,NA,0,131,NA,24,NA,0,2,2,2,1,4,0,1,0,0,80140,8,1,0,4,NA,6,600,18 U.S.C. Œ_ 1951,95,102,1,6,3,107,1,1,1,2,NA,NA,3
406,1990,HABlackmun,DHSouter,1,0,0,0,1990-084,1990-084-01,1990-084-01-01,1990-084-01-01-01-03,5/28/91,1,500 U.S. 344,111 S. Ct. 1854,114 L. Ed. 2d 385,1991 U.S. LEXIS 2915,1604,Rehnquist,90-5358,THOMAS BRAXTON v. UNITED STATES,3/18/91,NA,100,NA,27,NA,1,NA,NA,0,79,NA,24,NA,0,2,2,1,1,4,0,1,0,0,10560,1,2,0,4,NA,6,600,18 U.S.C.,105,102,1,9,0,100,1,1,2,2,NA,NA,3
407,1990,JPStevens,DHSouter,1,0,0,0,1990-097,1990-097-01,1990-097-01-01,1990-097-01-01-01-05,6/6/91,1,501 U.S. 32,111 S. Ct. 2123,115 L. Ed. 2d 27,1991 U.S. LEXIS 3318,1604,Rehnquist,90-256,"G. RUSSELL CHAMBERS v. NASCO, INC.",2/27/91,NA,233,NA,123,NA,1,NA,NA,0,77,NA,25,NA,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,3,NA,NA,NA,,95,95,1,5,4,103,1,1,2,2,NA,NA,3
408,1990,SDOConnor,DHSouter,0,0,0,0,1990-013,1990-013-01,1990-013-01-01,1990-013-01-01-01-06,12/3/90,1,498 U.S. 103,111 S. Ct. 461,112 L. Ed. 2d 449,1990 U.S. LEXIS 6119,1604,Rehnquist,89-964,"RAYMOND J. MOSKAL, SR. v. UNITED STATES",10/1/90,NA,100,NA,27,NA,1,NA,NA,0,110,NA,23,NA,0,2,2,1,1,2,0,0,0,0,10450,1,1,0,4,NA,6,600,18 U.S.C. Œ_ 2314,98,102,1,5,3,104,2,1,2,1,105,NA,3
409,1990,TMarshall,DHSouter,1,0,0,0,1990-035,1990-035-01,1990-035-01-01,1990-035-01-01-01-01,2/19/91,2,498 U.S. 433,111 S. Ct. 862,112 L. Ed. 2d 962,1991 U.S. LEXIS 664,1604,Rehnquist,90-5796,"JIMMIE BURDEN, JR. v. WALTER ZANT, WARDEN",NA,NA,126,NA,28,13,1,NA,NA,0,60,NA,31,NA,0,12,2,1,1,4,0,1,0,0,10020,1,2,0,4,NA,3,341,,NA,102,1,9,0,98,1,1,2,2,NA,NA,3
410,1990,WHRehnquist,DHSouter,0,0,0,0,1990-024,1990-024-01,1990-024-01-01,1990-024-01-01-01-04,1/15/91,1,498 U.S. 279,111 S. Ct. 654,112 L. Ed. 2d 755,1991 U.S. LEXIS 482,1604,Rehnquist,89-1149,"COY R. GROGAN, et al. v. FRANK J. GARNER, JR.",10/29/90,NA,135,NA,114,NA,1,NA,NA,0,87,NA,28,NA,0,3,3,2,1,3,0,1,0,0,80030,8,1,0,4,NA,3,307,,103,102,1,9,0,102,1,1,1,2,NA,NA,3
411,1991,AMKennedy,DHSouter,0,0,0,0,1991-090,1991-090-01,1991-090-01-01,1991-090-01-01-01-07,6/15/92,1,504 U.S. 689,112 S. Ct. 2206,119 L. Ed. 2d 468,1992 U.S. LEXIS 3547,1605,Rehnquist,91-367,"CAROL ANKENBRANDT, AS NEXT FRIEND AND MOTHER OF L. R. AND S. R. v. JON A. RICHARDS AND DEBRA KESLER",3/31/92,NA,188,NA,153,NA,1,NA,NA,0,75,NA,25,NA,0,2,2,1,1,4,0,1,0,0,20170,2,2,0,4,7,6,600,28 U.S.C. Œ_ 1332,95,102,1,9,0,106,1,1,2,2,NA,NA,3
412,1991,AScalia,DHSouter,0,0,0,0,1991-054,1991-054-02,1991-054-02-01,1991-054-02-01-01-06,3/25/92,1,503 U.S. 407,112 S. Ct. 1394,118 L. Ed. 2d 52,1992 U.S. LEXIS 1952,1605,Rehnquist,90-1769,"INTERSTATE COMMERCE COMMISSION AND UNITED STATES v. BOSTON AND MAINE CORPORATION, et al.",1/13/92,NA,366,NA,231,NA,1,66,NA,0,32,NA,32,NA,1,12,11,2,1,4,0,1,0,0,90120,9,1,0,4,NA,6,600,45 U.S.C. Œ_ 501,106,102,1,6,3,105,1,1,1,2,NA,NA,3
413,1991,BRWhite,DHSouter,0,0,0,0,1991-024,1991-024-01,1991-024-01-01,1991-024-01-01-01-01,1/15/92,1,502 U.S. 314,112 S. Ct. 719,116 L. Ed. 2d 823,1992 U.S. LEXIS 376,1605,Rehnquist,90-925,IMMIGRATION AND NATURALIZATION SERVICE v. JOSEPH PATRICK DOHERTY,10/16/91,NA,368,NA,106,NA,1,27,NA,0,22,NA,22,NA,1,12,3,2,1,3,0,1,0,0,10470,1,1,0,5,NA,NA,NA,,102,102,1,5,3,95,1,1,1,2,NA,NA,3
414,1991,CThomas,DHSouter,0,0,0,0,1991-003,1991-003-15,1991-003-15-01,1991-003-15-01-01-09,11/4/91,2,502 U.S. 16,112 S. Ct. 355,116 L. Ed. 2d 293,1991 U.S. LEXIS 6501,1605,Rehnquist,91-5692,VLADIMIR ZATKO v. UNITED STATES DISTRICT COURT FOR THE NORTHERN DISTRICT OF CALIFORNIA,NA,NA,215,NA,6,60,5,NA,NA,0,NA,NA,NA,NA,0,1,NA,1,1,9,0,0,0,0,20360,2,1,0,4,NA,4,403,,NA,102,1,8,0,108,NA,NA,NA,NA,NA,NA,3
415,1991,DHSouter,DHSouter,0,1,0,0,1991-060,1991-060-01,1991-060-01-01,1991-060-01-01-01-08,4/6/92,2,503 U.S. 562,112 S. Ct. 1547,118 L. Ed. 2d 193,1992 U.S. LEXIS 2118,1605,Rehnquist,91-6751,JOE MARIO TREVINO v. TEXAS,NA,NA,100,NA,28,51,1,NA,NA,0,302,51,300,51,0,12,2,1,1,4,0,1,0,0,90020,9,2,0,7,NA,NA,NA,,NA,102,1,9,0,107,1,1,2,2,NA,NA,3
416,1991,HABlackmun,DHSouter,1,0,0,0,1991-087,1991-087-01,1991-087-01-01,1991-087-01-01-01-02,6/12/92,1,504 U.S. 621,112 S. Ct. 2169,119 L. Ed. 2d 410,1992 U.S. LEXIS 3544,1605,Rehnquist,91-72,"FEDERAL TRADE COMMISSION v. TICOR TITLE INSURANCE COMPANY, et al.",1/13/92,NA,357,NA,171,NA,1,57,NA,0,23,NA,23,NA,0,11,8,1,1,4,0,1,0,0,80010,8,2,0,7,NA,NA,NA,,106,95,1,6,3,100,1,1,2,2,NA,NA,3
417,1991,JPStevens,DHSouter,1,0,0,0,1991-099,1991-099-02,1991-099-02-01,1991-099-02-01-01-04,6/19/92,1,505 U.S. 144,112 S. Ct. 2408,120 L. Ed. 2d 120,1992 U.S. LEXIS 3693,1605,Rehnquist,91-558,"COUNTY OF ALLEGANY, NEW YORK v. UNITED STATES et al.",3/30/92,NA,5,37,27,NA,1,NA,NA,0,95,NA,22,NA,0,12,2,2,2,6,0,1,0,0,100090,10,1,0,1,NA,1,111,,104,102,1,6,3,103,2,2,2,1,95,NA,3
418,1991,SDOConnor,DHSouter,0,0,0,0,1991-005,1991-005-02,1991-005-02-01,1991-005-02-01-01-05,12/3/91,1,502 U.S. 32,112 S. Ct. 459,116 L. Ed. 2d 358,1991 U.S. LEXIS 7057,1605,Rehnquist,90-914,"MCORP, et al. v. BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM OF THE UNITED STATES",10/7/91,NA,113,NA,354,NA,1,54,NA,0,121,NA,25,NA,0,11,5,1,1,2,0,0,0,0,90320,9,1,0,4,NA,6,600,12 U.S.C. Œ_ 1818,103,102,1,8,0,104,1,1,1,2,NA,NA,3
419,1991,WHRehnquist,DHSouter,0,0,0,0,1991-025,1991-025-01,1991-025-01-01,1991-025-01-01-01-03,1/15/92,1,502 U.S. 346,112 S. Ct. 736,116 L. Ed. 2d 848,1992 U.S. LEXIS 378,1605,Rehnquist,90-6113,RANDALL D. WHITE v. ILLINOIS,11/5/91,NA,100,NA,28,17,1,NA,NA,0,302,17,301,17,0,11,2,1,1,2,0,0,0,0,10270,1,1,0,2,NA,2,213,,102,102,1,9,0,102,1,2,1,2,NA,NA,3
420,1992,AMKennedy,SDOConnor,0,0,0,0,1992-090,1992-090-01,1992-090-01-01,1992-090-01-01-01-07,6/7/93,1,508 U.S. 464,113 S. Ct. 2187,124 L. Ed. 2d 424,1993 U.S. LEXIS 3862,1605,Rehnquist,92-621,"DONALD NEAL RAKE, et al. v. WILLIAM J. WADE, TRUSTEE",3/22/93,NA,195,NA,135,NA,1,NA,NA,0,106,NA,30,NA,0,2,3,1,1,2,0,0,0,0,80030,8,1,0,4,NA,3,307,,108,102,1,9,0,106,1,1,1,2,NA,NA,3
421,1992,AScalia,SDOConnor,0,0,0,0,1992-039,1992-039-02,1992-039-02-01,1992-039-02-01-01-06,3/8/93,1,507 U.S. 218,113 S. Ct. 1190,122 L. Ed. 2d 565,1993 U.S. LEXIS 1948,1605,Rehnquist,91-274,"MASSACHUSETTS WATER RESOURCES AUTHORITY, et al. v. ASSOCIATED BUILDERS AND CONTRACTORS OF MASSACHUSETTS/RHODE ISLAND, INC., et al.",12/9/92,NA,4,26,176,NA,1,NA,NA,0,80,NA,21,NA,1,10,3,2,1,4,0,1,0,0,100030,10,1,0,4,NA,3,356,,100,102,1,9,0,105,1,1,1,2,NA,NA,3
422,1992,BRWhite,SDOConnor,0,0,0,0,1992-004,1992-004-01,1992-004-01-01,1992-004-01-01-01-01,11/16/92,6,506 U.S. 19,113 S. Ct. 486,121 L. Ed. 2d 324,1992 U.S. LEXIS 7341,1605,Rehnquist,91-6646,VERL HADLEY v. UNITED STATES,11/4/92,NA,501,NA,27,NA,1,NA,NA,0,NA,NA,29,NA,0,12,NA,1,1,9,0,0,0,0,90150,9,1,0,3,NA,5,508,,NA,102,1,9,0,95,1,1,1,2,NA,NA,3
423,1992,CThomas,SDOConnor,0,0,0,0,1992-114,1992-114-01,1992-114-01-01,1992-114-01-01-01-09,6/28/93,1,509 U.S. 579,113 S. Ct. 2786,125 L. Ed. 2d 469,1993 U.S. LEXIS 4408,1605,Rehnquist,92-102,"WILLIAM DAUBERT, ET UX., ETC., et al. v. MERRELL DOW PHARMACEUTICALS, INC.",3/30/93,NA,208,NA,143,NA,1,NA,NA,0,51,NA,29,NA,0,2,2,1,1,5,0,1,0,0,90090,9,2,0,4,NA,4,402,,100,100,1,9,0,108,1,1,2,2,NA,NA,3
424,1992,DHSouter,SDOConnor,1,0,0,0,1992-008,1992-008-01,1992-008-01-01,1992-008-01-01-01-08,12/14/92,1,506 U.S. 73,113 S. Ct. 549,121 L. Ed. 2d 466,1992 U.S. LEXIS 7977,1605,Rehnquist,91-1158,"MISSISSIPPI, et al. v. LOUISIANA et al.",11/9/92,NA,28,29,28,22,1,NA,NA,0,85,NA,25,NA,0,11,3,1,1,4,0,1,0,0,90370,9,2,0,4,NA,6,600,28 U.S.C. Œ_ 1251,102,102,1,9,0,107,1,1,2,2,NA,NA,3
425,1992,HABlackmun,SDOConnor,1,0,0,0,1992-085,1992-085-01,1992-085-01-01,1992-085-01-01-01-02,6/7/93,1,508 U.S. 366,113 S. Ct. 2130,124 L. Ed. 2d 334,1993 U.S. LEXIS 4018,1605,Rehnquist,91-2019,MINNESOTA v. TIMOTHY DICKERSON,3/3/93,NA,28,28,100,NA,1,NA,NA,0,302,28,300,28,0,5,2,2,1,2,0,1,0,0,10050,1,1,0,2,7,2,205,,95,95,1,9,0,100,4,1,1,2,102,NA,3
426,1992,JPStevens,SDOConnor,1,0,0,0,1992-032,1992-032-01,1992-032-01-01,1992-032-01-01-01-04,2/23/93,1,507 U.S. 87,113 S. Ct. 1111,122 L. Ed. 2d 445,1993 U.S. LEXIS 1779,1605,Rehnquist,91-1300,UNITED STATES v. SHARON DUNNIGAN,12/2/92,NA,27,NA,100,NA,1,NA,NA,0,131,NA,24,NA,1,12,3,2,1,3,0,1,0,0,10560,1,1,0,4,NA,6,600,18 U.S.C.,106,102,1,9,0,103,1,1,1,2,NA,NA,3
427,1992,SDOConnor,SDOConnor,0,1,0,0,1992-041,1992-041-01,1992-041-01-01,1992-041-01-01-01-05,3/8/93,1,507 U.S. 258,113 S. Ct. 1213,122 L. Ed. 2d 604,1993 U.S. LEXIS 1946,1605,Rehnquist,91-1496,"PETER C. REITER, et al. v. LANGDON M. COOPER, TRUSTEE FOR CAROLINA MOTOR EXPRESS, INC., et al.",12/1/92,NA,234,NA,245,NA,1,NA,NA,0,100,NA,24,NA,0,12,3,1,1,4,0,1,0,0,90120,9,2,0,4,NA,3,343,,105,102,1,8,1,104,1,1,2,2,NA,NA,3
428,1992,WHRehnquist,SDOConnor,0,0,0,0,1992-108,1992-108-01,1992-108-01-01,1992-108-01-01-01-03,6/24/93,1,509 U.S. 350,113 S. Ct. 2658,125 L. Ed. 2d 290,1993 U.S. LEXIS 4398,1605,Rehnquist,92-5653,"DORSIE LEE JOHNSON, JR. v. TEXAS",4/26/93,NA,126,NA,28,51,1,NA,NA,0,302,51,300,51,0,12,2,1,1,2,0,0,0,0,10130,1,1,0,2,NA,2,221,,106,102,1,5,4,102,1,1,1,2,NA,NA,3
429,1993,AMKennedy,AMKennedy,0,1,0,0,1993-007,1993-007-01,1993-007-01-01,1993-007-01-01-01-06,12/13/93,1,510 U.S. 43,114 S. Ct. 492,126 L. Ed. 2d 490,1993 U.S. LEXIS 7941,1606,Rehnquist,92-1180,UNITED STATES v. JAMES DANIEL GOOD REAL PROPERTY et al.,10/6/93,NA,27,NA,195,NA,1,NA,NA,0,63,NA,29,NA,1,2,7,2,1,7,0,0,0,0,40020,4,2,0,1,NA,2,207,,106,100,1,5,4,106,1,2,2,2,NA,NA,3
430,1993,AScalia,AMKennedy,0,0,0,0,1993-090,1993-090-03,1993-090-03-01,1993-090-03-01-01-05,6/27/94,1,512 U.S. 687,114 S. Ct. 2481,129 L. Ed. 2d 546,1994 U.S. LEXIS 4830,1606,Rehnquist,93-539,ATTORNEY GENERAL OF NEW YORK v. LOUIS GRUMET et al.,3/30/94,NA,19,37,25,37,1,NA,NA,0,302,37,300,37,1,12,2,2,3,2,0,0,0,0,30180,3,2,0,2,NA,2,203,,107,100,1,6,3,105,2,2,1,1,NA,NA,3
431,1993,CThomas,AMKennedy,0,0,0,0,1993-064,1993-064-01,1993-064-01-01,1993-064-01-01-01-08,6/6/94,1,511 U.S. 825,114 S. Ct. 1970,128 L. Ed. 2d 811,1994 U.S. LEXIS 4274,1606,Rehnquist,92-7247,"DEE FARMER v. EDWARD BRENNAN, WARDEN, et al.",1/12/94,NA,145,NA,27,NA,1,NA,NA,0,69,NA,27,NA,0,2,2,2,1,5,0,1,0,0,10140,1,1,0,1,7,2,221,,107,102,1,9,0,108,4,2,1,2,NA,NA,3
432,1993,DHSouter,AMKennedy,1,0,0,0,1993-066,1993-066-01,1993-066-01-01,1993-066-01-01-01-07,6/13/94,1,512 U.S. 1,114 S. Ct. 2004,129 L. Ed. 2d 1,1994 U.S. LEXIS 4585,1606,Rehnquist,92-9093,JOHN JOSEPH ROMANO v. OKLAHOMA,3/22/94,NA,126,NA,28,42,1,NA,NA,0,302,42,300,42,0,11,2,1,1,2,0,0,0,0,10130,1,1,0,2,NA,2,221,,102,102,1,5,4,107,2,1,2,1,109,NA,3
433,1993,HABlackmun,AMKennedy,1,0,0,0,1993-023,1993-023-01,1993-023-01-01,1993-023-01-01-01-01,2/23/94,1,510 U.S. 443,114 S. Ct. 981,127 L. Ed. 2d 285,1994 U.S. LEXIS 1870,1606,Rehnquist,91-1950,AMERICAN DREDGING COMPANY v. WILLIAM ROBERT MILLER,11/9/93,NA,116,NA,145,NA,1,NA,NA,0,302,22,300,22,0,12,3,1,1,2,0,0,0,0,100020,10,1,0,4,NA,3,348,,105,102,1,7,2,100,1,1,1,2,NA,NA,3
434,1993,JPStevens,AMKennedy,1,0,0,0,1993-002,1993-002-10,1993-002-10-01,1993-002-10-01-01-03,10/12/93,2,510 U.S. 4,114 S. Ct. 2,126 L. Ed. 2d 6,1993 U.S. LEXIS 6309,1606,Rehnquist,93-5596,In re SASSOWER,NA,NA,212,NA,501,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,9,0,0,0,0,20390,2,1,0,3,4,4,403,,NA,102,1,9,0,103,1,1,1,2,NA,NA,3
435,1993,RBGinsburg,AMKennedy,1,0,0,0,1993-082,1993-082-01,1993-082-01-01,1993-082-01-01-01-09,6/24/94,1,512 U.S. 415,114 S. Ct. 2331,129 L. Ed. 2d 336,1994 U.S. LEXIS 4825,1606,Rehnquist,93-644,"HONDA MOTOR CO., LTD., et al. v. KARL L. OBERG",4/20/94,NA,189,NA,208,NA,1,NA,NA,0,302,43,300,43,0,11,2,2,3,4,0,1,0,0,80080,8,1,0,2,NA,2,230,,103,100,1,7,2,109,2,2,2,1,NA,NA,3
436,1993,SDOConnor,AMKennedy,0,0,0,0,1993-095,1993-095-01,1993-095-01-01,1993-095-01-01-01-04,6/30/94,1,512 U.S. 967,114 S. Ct. 2630,129 L. Ed. 2d 750,1994 U.S. LEXIS 5084,1606,Rehnquist,93-5131,PAUL PALALAUA TUILAEPA v. CALIFORNIA,3/22/94,NA,126,NA,28,6,1,NA,NA,0,302,6,300,6,0,12,2,1,1,2,0,0,0,0,10130,1,1,0,2,NA,2,221,,106,102,1,8,1,104,1,1,1,2,NA,NA,3
