,term,justiceName,medianJJ,liberal,median,lib_median,lib_court,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,vote,opinion,direction,majority,firstAgreement,secondAgreement,_merge
4780,1948,SFReed,FFrankfurter,0,0,0,0,1948-002,1948-002-01,1948-002-01-01,1948-002-01-01-01-05,11/8/48,1,335 U.S. 291,69 S. Ct. 73,93 L. Ed. 2d 12,1948 U.S. LEXIS 2797,1301,Vinson,16,"MANDEL BROTHERS, INC. v. WALLACE",10/14/48,NA,238,NA,172,NA,1,NA,NA,0,66,17,27,NA,0,2,3,1,1,3,0,1,0,0,80180,8,2,0,7,NA,NA,NA,,78,78,1,9,0,79,1,1,2,2,NA,NA,3
4781,1948,SFReed,FFrankfurter,0,0,0,0,1948-105,1948-105-01,1948-105-01-01,1948-105-01-01-01-05,6/20/49,7,337 U.S. 662,69 S. Ct. 1264,93 L. Ed. 2d 1613,1949 U.S. LEXIS 2952,1301,Vinson,287,"INTERSTATE OIL PIPE LINE CO. v. STONE, CHAIRMAN STATE TAX COMMISSION",1/13/49,NA,209,NA,19,29,2,117,29,0,302,29,300,29,0,1,2,2,1,2,0,0,0,0,80100,8,2,0,2,NA,1,111,,85,78,1,5,4,79,2,2,1,1,NA,NA,3
4782,1948,SFReed,FFrankfurter,0,0,0,0,1948-072,1948-072-01,1948-072-01-01,1948-072-01-01-01-05,5/2/49,2,336 U.S. 804,69 S. Ct. 840,93 L. Ed. 2d 1052,1949 U.S. LEXIS 2453,1301,Vinson,640,UNITED STATES v. URBUTEIT,NA,NA,27,NA,181,NA,1,NA,NA,0,57,12,25,NA,0,12,3,1,1,3,0,1,0,0,90330,9,2,0,3,NA,NA,NA,,NA,NA,1,9,0,79,1,1,2,2,NA,NA,3
4783,1948,SFReed,FFrankfurter,0,0,0,0,1948-076,1948-076-01,1948-076-01-01,1948-076-01-01-01-03,5/16/49,1,337 U.S. 49,69 S. Ct. 918,93 L. Ed. 2d 1200,1949 U.S. LEXIS 2402,1301,Vinson,388,BROOKS v. UNITED STATES,3/2/49,NA,186,NA,27,NA,1,NA,NA,0,100,38,24,NA,1,10,3,1,1,4,0,1,0,0,80060,8,1,0,4,NA,3,374,NA,82,87,1,7,2,79,1,1,1,2,NA,NA,3
4784,1948,SFReed,FFrankfurter,0,0,0,0,1948-081,1948-081-01,1948-081-01-01,1948-081-01-01-01-05,5/31/49,1,337 U.S. 137,69 S. Ct. 1000,93 L. Ed. 2d 1264,1949 U.S. LEXIS 2939,1301,Vinson,292,SMITH v. UNITED STATES,3/4/49,NA,100,NA,27,NA,1,89,NA,0,96,37,22,NA,1,10,6,1,1,3,0,1,0,0,10110,1,2,0,4,NA,6,600,56 Stat. 23,79,78,1,9,0,79,1,2,2,2,NA,NA,3
4785,1948,SFReed,FFrankfurter,0,0,0,0,1948-108,1948-108-02,1948-108-02-01,1948-108-02-01-01-05,6/27/49,1,337 U.S. 755,69 S. Ct. 1274,93 L. Ed. 2d 1672,1949 U.S. LEXIS 2986,1301,Vinson,196,"FARMERS RESERVOIR & IRRIGATION CO. v. McCOMB, WAGE & HOUR ADMINISTRATOR",12/16/48,NA,371,NA,151,NA,1,71,NA,0,52,7,30,NA,1,12,4,1,1,2,0,1,0,0,70040,7,2,0,4,NA,3,334,,87,87,1,8,1,79,1,1,2,2,NA,NA,3
4786,1948,SFReed,FFrankfurter,0,0,0,0,1948-118,1948-118-01,1948-118-01-01,1948-118-01-01-01-05,6/27/49,7,338 U.S. 74,69 S. Ct. 1372,93 L. Ed. 2d 1819,1949 U.S. LEXIS 2083,1301,Vinson,1389,LUSTIG v. UNITED STATES,4/19/48,10/19/48,100,NA,27,NA,1,NA,NA,0,92,35,23,NA,0,12,2,1,1,3,0,1,0,0,10050,1,2,0,7,NA,5,502,,80,87,1,5,4,79,2,2,1,1,NA,NA,3
4787,1948,SFReed,FFrankfurter,0,0,0,0,1948-064,1948-064-01,1948-064-01-01,1948-064-01-01-01-03,4/18/49,1,336 U.S. 641,69 S. Ct. 787,93 L. Ed. 2d 938,1949 U.S. LEXIS 2961,1301,Vinson,135,"UNITED STATES v. JONES, RECEIVER",2/2/49,NA,27,NA,231,NA,1,66,NA,0,3,NA,3,NA,0,12,NA,1,1,4,0,1,0,0,80220,8,2,0,4,NA,6,600,39 U.S.C. Œ_ 523,85,87,1,7,0,79,NA,NA,NA,NA,NA,NA,3
4788,1948,SFReed,FFrankfurter,0,0,0,0,1948-085,1948-085-01,1948-085-01-01,1948-085-01-01-01-05,5/31/49,1,337 U.S. 217,69 S. Ct. 960,93 L. Ed. 2d 1320,1949 U.S. LEXIS 2994,1301,Vinson,197,"NATIONAL LABOR RELATIONS BOARD v. CROMPTON-HIGHLAND MILLS, INC.",1/31/49,NA,382,NA,151,NA,1,82,NA,0,25,NA,25,NA,0,10,3,1,1,4,0,1,0,0,70070,7,2,0,5,4,3,356,,86,79,1,9,0,79,1,1,2,2,NA,NA,3
4789,1948,SFReed,FFrankfurter,0,0,0,0,1948-060,1948-060-04,1948-060-04-01,1948-060-04-01-01-05,4/18/49,1,336 U.S. 577,69 S. Ct. 775,93 L. Ed. 2d 895,1949 U.S. LEXIS 2955,1301,Vinson,188,FEDERAL POWER COMMISSION ET AL. v. INTERSTATE NATURAL GAS CO. ET AL.,1/11/49,NA,4,30,198,NA,1,52,NA,0,25,NA,25,NA,0,12,1,1,1,3,0,1,0,0,80310,8,2,0,3,7,NA,NA,,81,87,1,9,0,79,1,1,2,2,NA,NA,3
4790,1948,SFReed,FFrankfurter,0,0,0,0,1948-121,1948-121-01,1948-121-01-01,1948-121-01-01-01-05,6/27/49,1,338 U.S. 160,69 S. Ct. 1302,93 L. Ed. 2d 1879,1949 U.S. LEXIS 2084,1301,Vinson,12,BRINEGAR v. UNITED STATES,10/18/48,NA,100,NA,27,NA,1,NA,NA,0,106,42,30,NA,1,11,2,1,1,2,0,0,0,0,10060,1,1,0,1,NA,2,205,,85,87,1,6,3,79,1,1,1,2,NA,NA,3
4791,1948,SFReed,FFrankfurter,0,0,0,0,1948-112,1948-112-01,1948-112-01-01,1948-112-01-01-01-03,6/27/49,1,337 U.S. 810,69 S. Ct. 1330,93 L. Ed. 2d 1709,1949 U.S. LEXIS 2945,1301,Vinson,360,FINK v. SHEPARD STEAMSHIP CO.,2/2/49,NA,145,NA,102,NA,1,NA,NA,0,302,43,300,43,0,12,3,1,1,2,0,0,0,0,80060,8,2,0,4,7,3,348,NA,79,87,1,5,4,79,1,2,2,2,NA,NA,3
4792,1948,SFReed,FFrankfurter,0,0,0,0,1948-018,1948-018-02,1948-018-02-01,1948-018-02-01-01-05,1/3/49,1,335 U.S. 525,69 S. Ct. 251,93 L. Ed. 2d 212,1949 U.S. LEXIS 3023,1301,Vinson,34,LINCOLN FEDERAL LABOR UNION et al. v. NORTHWESTERN IRON & METAL CO. et al.,11/8/48,NA,145,NA,28,38,2,NA,NA,0,302,38,300,38,0,1,2,1,1,2,0,0,1,0,70030,7,1,0,2,NA,2,200,,78,87,1,9,0,79,1,1,1,2,NA,NA,3
4793,1948,SFReed,FFrankfurter,0,0,0,0,1948-086,1948-086-07,1948-086-07-01,1948-086-07-01-01-05,6/6/49,1,337 U.S. 235,69 S. Ct. 1073,93 L. Ed. 2d 1333,1949 U.S. LEXIS 2307,1301,Vinson,109M,"YOUNG v. RAGEN, WARDEN",11/17/48,NA,126,NA,28,17,1,NA,NA,0,302,17,302,17,0,11,NA,1,1,5,0,1,0,0,10020,1,2,0,3,7,NA,NA,,87,NA,1,9,0,79,1,1,2,2,NA,NA,3
4794,1948,SFReed,FFrankfurter,0,0,0,0,1948-060,1948-060-01,1948-060-01-01,1948-060-01-01-01-05,4/18/49,1,336 U.S. 577,69 S. Ct. 775,93 L. Ed. 2d 895,1949 U.S. LEXIS 2955,1301,Vinson,109,FEDERAL POWER COMMISSION ET AL. v. INTERSTATE NATURAL GAS CO. ET AL.,1/11/49,NA,352,NA,198,NA,1,52,NA,0,25,NA,25,NA,0,12,1,1,1,3,0,1,0,0,80310,8,2,0,3,7,NA,NA,,81,87,1,9,0,79,1,1,2,2,NA,NA,3
4795,1948,SFReed,FFrankfurter,0,0,0,0,1948-084,1948-084-01,1948-084-01-01,1948-084-01-01-01-05,5/31/49,1,337 U.S. 198,69 S. Ct. 1009,93 L. Ed. 2d 1308,1949 U.S. LEXIS 2941,1301,Vinson,253,"UNITED STATES v. PENN FOUNDRY & MANUFACTURING CO., INC.",1/7/49,NA,27,NA,176,NA,1,NA,NA,0,3,NA,3,NA,0,10,NA,1,1,4,0,1,0,0,90360,9,2,0,3,NA,NA,NA,,86,78,1,7,2,79,2,3,1,1,NA,NA,3
4796,1948,SFReed,FFrankfurter,0,0,0,0,1948-049,1948-049-01,1948-049-01-01,1948-049-01-01-01-03,3/14/49,1,336 U.S. 368,69 S. Ct. 606,93 L. Ed. 2d 741,1949 U.S. LEXIS 2970,1301,Vinson,52,"STAINBACK, GOVERNOR OF THE TERRITORY OF HAWAII, ET AL. v. MO HOCK KE LOK PO, AN ELEEMOSYNARY CORPORATION, ET AL.",1/11/49,NA,19,15,232,NA,2,NA,NA,1,63,15,63,15,0,1,NA,1,1,9,0,0,0,0,90340,9,1,0,4,NA,6,600,28 U.S.C. Œ_ 2281,79,87,1,9,0,79,1,2,1,2,NA,NA,3
4797,1948,SFReed,FFrankfurter,0,0,0,0,1948-028,1948-028-01,1948-028-01-01,1948-028-01-01-01-05,1/17/49,1,336 U.S. 28,69 S. Ct. 358,93 L. Ed. 2d 477,1949 U.S. LEXIS 3047,1301,Vinson,32,COMMISSIONER OF INTERNAL REVENUE v. JACOBSON,11/8/48,NA,369,NA,240,NA,1,69,NA,0,9,NA,27,NA,1,13,3,1,1,4,0,1,0,0,120010,12,2,0,4,NA,3,345,,86,87,1,7,2,79,2,2,1,1,NA,NA,3
4798,1948,SFReed,FFrankfurter,0,0,0,0,1948-043,1948-043-02,1948-043-02-01,1948-043-02-01-01-05,2/28/49,1,336 U.S. 245,69 S. Ct. 516,93 L. Ed. 2d 651,1949 U.S. LEXIS 3013,1301,Vinson,15,"INTERNATIONAL UNION, U. A. W. A., A. F. OF L., LOCAL 232, ET AL. v. WISCONSIN EMPLOYMENT RELATIONS BOARD ET AL.",11/17/48,NA,249,NA,NA,NA,1,117,58,0,302,58,300,58,0,12,3,1,1,2,0,0,0,0,70110,7,1,0,4,NA,3,350,,84,87,1,5,4,79,1,1,1,2,NA,NA,3
4799,1948,SFReed,FFrankfurter,0,0,0,0,1948-021,1948-021-01,1948-021-01-01,1948-021-01-01-01-05,1/3/49,1,335 U.S. 573,69 S. Ct. 278,93 L. Ed. 2d 243,1949 U.S. LEXIS 2957,1301,Vinson,25,AYRSHIRE COLLIERIES CORP. ET AL. v. UNITED STATES ET AL.,11/12/48,NA,132,NA,27,NA,2,66,NA,0,69,18,69,18,0,1,9,2,1,2,0,0,0,0,80220,8,2,0,5,4,3,343,,81,87,1,9,0,79,1,1,2,2,NA,NA,3
4800,1948,SFReed,FFrankfurter,0,0,0,0,1948-027,1948-027-01,1948-027-01-01,1948-027-01-01-01-05,1/17/49,1,336 U.S. 18,69 S. Ct. 379,93 L. Ed. 2d 463,1949 U.S. LEXIS 3018,1301,Vinson,38,La CROSSE TELEPHONE CORP. v. WISCONSIN EMPLOYMENT RELATIONS BOARD ET AL.,11/18/48,NA,151,NA,4,58,2,117,58,0,302,58,300,58,0,1,3,1,1,3,0,1,0,0,100020,10,2,0,4,NA,3,350,,81,87,1,9,0,79,1,1,2,2,NA,NA,3
4801,1948,SFReed,FFrankfurter,0,0,0,0,1948-048,1948-048-01,1948-048-01-01,1948-048-01-01-01-05,3/7/49,1,336 U.S. 342,69 S. Ct. 561,93 L. Ed. 2d 721,1949 U.S. LEXIS 2942,1301,Vinson,40,OKLAHOMA TAX COMMISSION v. TEXAS COMPANY,11/19/48,NA,4,42,198,NA,1,117,42,0,302,42,300,42,1,12,3,2,1,4,0,1,1,0,100060,10,1,0,7,NA,NA,NA,,85,87,1,9,0,79,1,1,1,2,NA,NA,3
4802,1948,SFReed,FFrankfurter,0,0,0,0,1948-102,1948-102-01,1948-102-01-01,1948-102-01-01-01-05,6/20/49,1,337 U.S. 562,69 S. Ct. 1291,93 L. Ed. 2d 1544,1949 U.S. LEXIS 2150,1301,Vinson,447,"WHEELING STEEL CORP. v. GLANDER, TAX COMMISSIONER OF OHIO",3/29/49,NA,25,41,19,41,2,117,41,0,300,41,300,41,0,1,2,2,3,3,0,1,0,0,80100,8,1,0,2,NA,2,231,,84,87,1,7,2,79,1,1,1,2,NA,NA,3
4803,1948,SFReed,FFrankfurter,0,0,0,0,1948-119,1948-119-01,1948-119-01-01,1948-119-01-01-01-05,6/27/49,1,338 U.S. 84,69 S. Ct. 1447,93 L. Ed. 2d 1826,1949 U.S. LEXIS 2984,1301,Vinson,528,CHRISTOFFEL v. UNITED STATES,4/20/49,NA,254,NA,27,NA,1,NA,NA,0,55,10,32,NA,0,11,2,1,1,3,0,1,0,0,10530,1,2,0,4,NA,6,600,22 U.S.C. Œ_ 2501,82,78,1,5,4,79,2,1,1,1,84,NA,3
4804,1948,SFReed,FFrankfurter,0,0,0,0,1948-027,1948-027-02,1948-027-02-01,1948-027-02-01-01-05,1/17/49,1,336 U.S. 18,69 S. Ct. 379,93 L. Ed. 2d 463,1949 U.S. LEXIS 3018,1301,Vinson,39,La CROSSE TELEPHONE CORP. v. WISCONSIN EMPLOYMENT RELATIONS BOARD ET AL.,11/18/48,NA,249,NA,4,58,2,117,58,0,302,58,300,58,0,1,3,1,1,3,0,1,0,0,90380,9,2,0,4,NA,6,600,28 U.S.C. Œ_ 344,81,87,1,9,0,79,1,1,2,2,NA,NA,3
4805,1948,SFReed,FFrankfurter,0,0,0,0,1948-099,1948-099-01,1948-099-01-01,1948-099-01-01-01-05,6/20/49,1,337 U.S. 530,69 S. Ct. 1233,93 L. Ed. 2d 1520,1949 U.S. LEXIS 2147,1301,Vinson,522,RAGAN v. MERCHANTS TRANSFER & WAREHOUSE CO.,4/20/49,NA,208,NA,245,NA,1,NA,NA,0,72,20,30,NA,0,10,3,1,1,2,0,0,0,0,100130,10,1,0,6,7,NA,NA,,81,87,1,8,1,79,1,1,1,2,NA,NA,3
4806,1948,SFReed,FFrankfurter,0,0,0,0,1948-114,1948-114-02,1948-114-02-01,1948-114-02-01-01-05,6/27/49,1,338 U.S. 25,69 S. Ct. 1359,93 L. Ed. 2d 1782,1949 U.S. LEXIS 2079,1301,Vinson,18,WOLF v. COLORADO,10/19/48,NA,100,NA,28,7,1,NA,NA,0,302,7,300,7,0,12,2,1,1,2,0,0,0,0,10050,1,1,0,7,NA,5,502,,80,87,1,6,3,79,1,1,1,2,NA,NA,3
4807,1948,SFReed,FFrankfurter,0,0,0,0,1948-089,1948-089-01,1948-089-01-01,1948-089-01-01-01-05,6/6/49,1,337 U.S. 265,69 S. Ct. 1097,93 L. Ed. 2d 1353,1949 U.S. LEXIS 2953,1301,Vinson,495,"FEDERAL COMMUNICATIONS COMMISSION v. WJR, THE GOODWILL STATION, INC. ET AL.",4/22/49,NA,338,NA,221,NA,1,38,NA,0,32,NA,32,NA,1,10,3,2,1,4,0,1,0,0,40020,4,1,0,1,NA,2,207,,85,87,1,8,0,79,1,1,1,2,NA,NA,3
4808,1948,SFReed,FFrankfurter,0,0,0,0,1948-086,1948-086-08,1948-086-08-01,1948-086-08-01-01-05,6/6/49,1,337 U.S. 235,69 S. Ct. 1073,93 L. Ed. 2d 1333,1949 U.S. LEXIS 2307,1301,Vinson,372M,"YOUNG v. RAGEN, WARDEN",11/17/48,NA,126,NA,28,17,1,NA,NA,0,302,17,302,17,0,11,NA,1,1,5,0,1,0,0,10020,1,2,0,3,7,NA,NA,,87,NA,1,9,0,79,1,1,2,2,NA,NA,3
4809,1948,SFReed,FFrankfurter,0,0,0,0,1948-023,1948-023-01,1948-023-01-01,1948-023-01-01-01-05,1/17/49,7,335 U.S. 601,69 S. Ct. 384,93 L. Ed. 2d 266,1949 U.S. LEXIS 3019,1301,Vinson,42,KLAPPROTT v. UNITED STATES,10/20/48,NA,106,NA,27,NA,1,NA,NA,0,92,35,23,NA,1,10,2,1,1,4,0,1,0,1,20280,2,2,0,3,NA,4,400,,78,87,1,6,3,79,2,2,1,1,NA,NA,3
4810,1948,SFReed,FFrankfurter,0,0,0,0,1948-078,1948-078-01,1948-078-01-01,1948-078-01-01-01-05,5/31/49,1,337 U.S. 75,69 S. Ct. 953,93 L. Ed. 2d 1223,1949 U.S. LEXIS 2346,1301,Vinson,233M,KILPATRICK v. TEXAS & PACIFIC RAILWAY CO.,2/8/49,NA,145,NA,231,NA,8,NA,NA,0,96,37,96,37,0,1,NA,1,1,9,0,0,0,0,90140,9,1,0,4,NA,3,329,,87,87,1,7,2,79,1,1,1,2,NA,NA,3
4811,1948,SFReed,FFrankfurter,0,0,0,0,1948-017,1948-017-01,1948-017-01-01,1948-017-01-01-01-05,1/3/49,1,335 U.S. 520,69 S. Ct. 275,93 L. Ed. 2d 208,1949 U.S. LEXIS 2884,1301,Vinson,54,"CORAY, ANCILLARY ADMINISTRATOR, v. SOUTHERN PACIFIC CO.",12/6/48,NA,145,NA,231,NA,1,NA,NA,0,302,52,300,52,0,10,2,1,1,4,0,1,0,0,80070,8,2,0,4,NA,6,600,45 U.S.C. Œ_ 1,78,87,1,9,0,79,1,1,2,2,NA,NA,3
4812,1948,SFReed,FFrankfurter,0,0,0,0,1948-100,1948-100-01,1948-100-01-01,1948-100-01-01-01-05,6/20/49,1,337 U.S. 535,69 S. Ct. 1235,93 L. Ed. 2d 1524,1949 U.S. LEXIS 2148,1301,Vinson,465,WOODS v. INTERSTATE REALTY CO.,3/30/49,NA,195,NA,102,NA,1,NA,NA,0,84,29,25,NA,0,4,3,2,1,3,0,1,0,0,100130,10,1,0,6,7,NA,NA,,81,87,1,6,3,79,1,1,1,2,NA,NA,3
4813,1948,SFReed,FFrankfurter,0,0,0,0,1948-034,1948-034-01,1948-034-01-01,1948-034-01-01-01-05,2/7/49,1,336 U.S. 155,69 S. Ct. 425,93 L. Ed. 2d 569,1949 U.S. LEXIS 3044,1301,Vinson,45,"FISHER v. PACE, SHERIFF",10/9/48,NA,111,NA,16,51,1,NA,NA,0,302,51,300,51,1,11,2,1,1,2,0,0,0,0,10080,1,1,0,2,NA,2,230,,79,87,1,5,4,79,1,2,1,2,NA,NA,3
4814,1948,SFReed,FFrankfurter,0,0,0,0,1948-020,1948-020-03,1948-020-03-01,1948-020-03-01-01-05,1/3/49,1,335 U.S. 560,69 S. Ct. 269,93 L. Ed. 2d 235,1949 U.S. LEXIS 3052,1301,Vinson,8,JUNGERSEN v. OSTBY & BARTON CO. ET AL.,11/10/48,NA,172,NA,184,NA,1,NA,NA,0,96,37,22,NA,0,2,9,2,1,3,0,1,0,0,80180,8,2,0,7,NA,NA,NA,,79,87,1,6,3,79,1,2,2,2,NA,NA,3
4815,1948,SFReed,FFrankfurter,0,0,0,0,1948-013,1948-013-01,1948-013-01-01,1948-013-01-01-01-05,12/13/48,1,335 U.S. 451,69 S. Ct. 191,93 L. Ed. 2d 153,1948 U.S. LEXIS 1456,1301,Vinson,36,McDONALD ET AL. v. UNITED STATES,10/13/48,NA,100,NA,27,NA,1,NA,NA,0,55,10,32,NA,1,10,2,1,1,3,0,1,0,0,10050,1,2,0,1,NA,2,205,,81,80,1,6,3,79,2,1,1,1,86,NA,3
4816,1948,SFReed,FFrankfurter,0,0,0,0,1948-073,1948-073-01,1948-073-01-01,1948-073-01-01-01-05,5/9/49,1,336 U.S. 806,69 S. Ct. 921,93 L. Ed. 2d 1054,1949 U.S. LEXIS 2447,1301,Vinson,506,"UNITED STATES EX REL. JOHNSON v. SHAUGHNESSY, ACTING DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION",4/19/49,NA,106,NA,368,NA,1,68,NA,0,96,37,22,NA,1,10,9,1,1,4,0,1,0,0,20110,2,2,0,4,NA,3,344,,78,78,1,6,3,79,2,2,1,1,NA,NA,3
4817,1948,SFReed,FFrankfurter,0,0,0,0,1948-083,1948-083-01,1948-083-01-01,1948-083-01-01-01-05,5/31/49,1,337 U.S. 163,69 S. Ct. 1018,93 L. Ed. 2d 1282,1949 U.S. LEXIS 2940,1301,Vinson,129,"URIE v. THOMPSON, TRUSTEE",1/3/49,NA,145,NA,231,NA,1,NA,NA,0,302,30,300,30,0,12,3,1,1,3,0,1,0,0,80070,8,2,0,4,NA,3,329,,85,87,1,9,0,79,4,1,2,2,80,NA,3
4818,1948,SFReed,FFrankfurter,0,0,0,0,1948-037,1948-037-01,1948-037-01-01,1948-037-01-01-01-05,2/14/49,1,336 U.S. 187,69 S. Ct. 497,93 L. Ed. 2d 599,1949 U.S. LEXIS 3014,1301,Vinson,110,"McCOMB, WAGE AND HOUR ADMINISTRATOR, v. JACKSONVILLE PAPER CO. ET AL.",12/14/48,NA,371,NA,151,NA,1,71,NA,0,58,12,25,NA,0,10,2,1,1,3,0,1,0,0,10080,1,2,0,4,NA,3,334,,81,78,1,7,2,79,1,1,2,2,NA,NA,3
4819,1948,SFReed,FFrankfurter,0,0,0,0,1948-036,1948-036-01,1948-036-01-01,1948-036-01-01-01-05,2/14/49,1,336 U.S. 176,69 S. Ct. 492,93 L. Ed. 2d 591,1949 U.S. LEXIS 2956,1301,Vinson,237,WISCONSIN ELECTRIC POWER CO. v. UNITED STATES,1/7/49,NA,148,NA,27,NA,1,69,NA,0,132,58,27,NA,0,4,2,2,1,2,0,0,0,0,120010,12,2,0,4,NA,3,345,,79,87,1,9,0,79,1,2,2,2,NA,NA,3
4820,1948,SFReed,FFrankfurter,0,0,0,0,1948-026,1948-026-01,1948-026-01-01,1948-026-01-01-01-05,1/17/49,1,336 U.S. 1,69 S. Ct. 371,93 L. Ed. 2d 453,1949 U.S. LEXIS 3017,1301,Vinson,88,LEIMAN ET AL. v. GUTTMAN ET AL.,12/13/48,NA,111,NA,135,NA,1,NA,NA,0,302,37,300,37,0,10,12,2,1,2,0,0,0,0,80030,8,2,0,4,NA,3,307,,81,87,1,6,3,79,1,1,2,2,NA,NA,3
4821,1948,SFReed,FFrankfurter,0,0,0,0,1948-086,1948-086-05,1948-086-05-01,1948-086-05-01-01-05,6/6/49,1,337 U.S. 235,69 S. Ct. 1073,93 L. Ed. 2d 1333,1949 U.S. LEXIS 2307,1301,Vinson,374M,"YOUNG v. RAGEN, WARDEN",11/17/48,NA,126,NA,28,17,1,NA,NA,0,302,17,302,17,0,11,NA,1,1,5,0,1,0,0,10020,1,2,0,3,7,NA,NA,,87,NA,1,9,0,79,1,1,2,2,NA,NA,3
4822,1948,SFReed,FFrankfurter,0,0,0,0,1948-102,1948-102-02,1948-102-02-01,1948-102-02-01-01-05,6/20/49,1,337 U.S. 562,69 S. Ct. 1291,93 L. Ed. 2d 1544,1949 U.S. LEXIS 2150,1301,Vinson,448,"WHEELING STEEL CORP. v. GLANDER, TAX COMMISSIONER OF OHIO",3/29/49,NA,25,41,19,41,2,117,41,0,300,41,300,41,0,1,2,2,3,3,0,1,0,0,80100,8,1,0,2,NA,2,231,,84,87,1,7,2,79,1,1,1,2,NA,NA,3
4823,1948,SFReed,FFrankfurter,0,0,0,0,1948-107,1948-107-01,1948-107-01-01,1948-107-01-01-01-05,6/27/49,1,337 U.S. 733,69 S. Ct. 1210,93 L. Ed. 2d 1659,1949 U.S. LEXIS 3078,1301,Vinson,313,COMMISSIONER OF INTERNAL REVENUE v. CULBERTSON ET UX.,2/7/49,NA,369,NA,240,NA,1,69,NA,0,9,NA,25,NA,0,13,3,1,1,4,0,1,0,0,120010,12,2,0,4,NA,3,345,,87,87,1,8,1,79,1,1,2,2,NA,NA,3
4824,1948,SFReed,FFrankfurter,0,0,0,0,1948-095,1948-095-01,1948-095-01-01,1948-095-01-01-01-05,6/20/49,1,337 U.S. 426,69 S. Ct. 1410,93 L. Ed. 2d 1451,1949 U.S. LEXIS 2923,1301,Vinson,330,UNITED STATES v. INTERSTATE COMMERCE COMMISSION ET AL.,3/2/49,NA,27,NA,366,NA,2,66,NA,1,55,10,55,10,0,1,8,1,1,4,0,1,0,0,90120,9,2,0,4,NA,3,343,,78,87,1,6,3,79,1,1,2,2,NA,NA,3
4825,1948,SFReed,FFrankfurter,0,0,0,0,1948-097,1948-097-01,1948-097-01-01,1948-097-01-01-01-05,6/20/49,1,337 U.S. 498,69 S. Ct. 1251,93 L. Ed. 2d 1499,1949 U.S. LEXIS 2951,1301,Vinson,558,FEDERAL POWER COMMISSION v. PANHANDLE EASTERN PIPE LINE CO. ET AL.,4/22/49,NA,352,NA,198,NA,1,52,NA,0,54,9,23,NA,0,10,2,1,1,2,0,0,0,0,80300,8,1,0,4,NA,3,355,,79,87,1,5,3,79,1,2,1,2,NA,NA,3
4826,1948,SFReed,FFrankfurter,0,0,0,0,1948-053,1948-053-01,1948-053-01-01,1948-053-01-01-01-05,3/28/49,1,336 U.S. 440,69 S. Ct. 716,93 L. Ed. 2d 790,1949 U.S. LEXIS 3006,1301,Vinson,143,KRULEWITCH v. UNITED STATES,1/10/49,NA,100,NA,27,NA,1,NA,NA,0,96,37,22,NA,0,12,2,1,1,3,0,1,0,0,10290,1,2,0,7,NA,5,505,,78,87,1,8,1,79,1,1,2,2,NA,NA,3
4827,1948,SFReed,FFrankfurter,0,0,0,0,1948-109,1948-109-01,1948-109-01-01,1948-109-01-01-01-05,6/27/49,1,337 U.S. 773,69 S. Ct. 1247,93 L. Ed. 2d 1686,1949 U.S. LEXIS 2086,1301,Vinson,418,"GIBBS v. BURKE, WARDEN",4/21/49,NA,126,NA,28,45,1,NA,NA,0,302,45,300,45,0,11,9,1,1,4,0,1,0,0,10120,1,2,0,2,NA,2,214,,79,87,1,9,0,79,1,2,2,2,NA,NA,3
4828,1948,SFReed,FFrankfurter,0,0,0,0,1948-067,1948-067-01,1948-067-01-01,1948-067-01-01-01-05,4/25/49,1,336 U.S. 684,69 S. Ct. 834,93 L. Ed. 2d 974,1949 U.S. LEXIS 2499,1301,Vinson,427,"WADE v. HUNTER, WARDEN",3/7/49,NA,27,NA,126,NA,1,NA,NA,0,72,20,30,NA,1,12,3,1,1,2,0,0,0,0,10170,1,1,0,1,NA,2,206,,78,87,1,6,3,79,1,1,1,2,NA,NA,3
4829,1948,SFReed,FFrankfurter,0,0,0,0,1948-016,1948-016-01,1948-016-01-01,1948-016-01-01-01-05,12/20/48,1,335 U.S. 497,69 S. Ct. 201,93 L. Ed. 2d 187,1948 U.S. LEXIS 1429,1301,Vinson,44,FRAZIER v. UNITED STATES,10/15/48,NA,100,NA,27,NA,1,NA,NA,0,55,10,32,NA,0,11,2,1,1,2,0,0,0,0,10190,1,1,0,1,NA,2,215,,85,87,1,5,4,79,1,1,1,2,NA,NA,3
