caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-03,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,81,WODouglas,2,2,1,1,,
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-04,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,80,FFrankfurter,1,1,2,2,,
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-05,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,79,SFReed,1,1,2,2,,
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-06,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,78,HLBlack,1,1,2,2,,
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-07,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,85,WBRutledge,1,1,2,2,,
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-08,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,82,FMurphy,4,1,2,2,,
1947-108,1947-108-02,1947-108-02-01,1947-108-02-01-01-09,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,74,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,80,26,21,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,7,2,87,FMVinson,1,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-01,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,86,HHBurton,1,2,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-02,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,84,RHJackson,4,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-03,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,81,WODouglas,2,2,1,1,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-04,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,80,FFrankfurter,1,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-05,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,79,SFReed,1,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-06,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,78,HLBlack,1,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-07,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,85,WBRutledge,1,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-08,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,82,FMurphy,4,1,2,2,,
1947-108,1947-108-03,1947-108-03-01,1947-108-03-01-01-09,6/14/1948,1,334 U.S. 742,68 S. Ct. 1294,92 L. Ed. 2d 1694,1948 U.S. LEXIS 2705,1947,1301,Vinson,95,"LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES",11/20/47,,176,,27,,1,24,,0,51,6,29,,0,10,2,2,1,2,0,0,0,0,40070,4,2,0,1,,6,600,50 U.S.C. _ 1191,86,87,1,8,1,87,FMVinson,1,1,2,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-01,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,86,HHBurton,1,1,1,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-02,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,84,RHJackson,1,1,1,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-03,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,81,WODouglas,2,1,2,1,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-04,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,80,FFrankfurter,1,1,1,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-05,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,79,SFReed,1,1,1,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-06,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,78,HLBlack,1,1,1,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-07,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,85,WBRutledge,2,1,2,1,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-08,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,82,FMurphy,1,1,1,2,,
1947-109,1947-109-01,1947-109-01-01,1947-109-01-01-01-09,6/14/1948,6,334 U.S. 806,68 S. Ct. 1185,92 L. Ed. 2d 1739,1948 U.S. LEXIS 1990,1947,1301,Vinson,674,HEDGEBETH v. NORTH CAROLINA,4/27/48,,100,,28,38,1,,,0,302,38,300,38,0,12,2,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,,87,1,7,2,87,FMVinson,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-01,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,86,HHBurton,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-02,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,84,RHJackson,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-03,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,81,WODouglas,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-04,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,80,FFrankfurter,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-05,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,79,SFReed,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-06,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,78,HLBlack,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-07,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,85,WBRutledge,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-08,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,82,FMurphy,2,1,2,1,84,
1947-110,1947-110-01,1947-110-01-01,1947-110-01-01-01-09,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,49 U.S.C. _ 46,87,80,1,5,4,87,FMVinson,1,2,1,2,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-01,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,86,HHBurton,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-02,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,84,RHJackson,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-03,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,81,WODouglas,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-04,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,80,FFrankfurter,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-05,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,79,SFReed,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-06,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,78,HLBlack,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-07,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,85,WBRutledge,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-08,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,82,FMurphy,2,1,2,1,84,
1947-110,1947-110-01,1947-110-01-02,1947-110-01-02-01-09,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,4,,6,600,50 U.S.C. _ 901,87,80,1,5,4,87,FMVinson,1,2,1,2,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-01,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,86,HHBurton,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-02,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,84,RHJackson,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-03,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,81,WODouglas,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-04,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,80,FFrankfurter,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-05,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,79,SFReed,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-06,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,78,HLBlack,1,1,1,2,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-07,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,85,WBRutledge,2,2,2,1,,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-08,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,82,FMurphy,2,1,2,1,84,
1947-110,1947-110-01,1947-110-01-03,1947-110-01-03-01-09,6/21/1948,1,335 U.S. 1,68 S. Ct. 1375,92 L. Ed. 2d 1787,1948 U.S. LEXIS 2703,1947,1301,Vinson,49,SHAPIRO v. UNITED STATES,10/23/47,,254,,27,,1,89,,0,96,37,22,,0,3,2,1,1,2,0,0,0,0,10110,1,1,0,1,,2,210,,87,80,1,5,4,87,FMVinson,1,2,1,2,,
1947-111,1947-111-01,1947-111-01-01,1947-111-01-01-01-01,6/21/1948,1,335 U.S. 77,68 S. Ct. 1413,92 L. Ed. 2d 1830,1948 U.S. LEXIS 1934,1947,1301,Vinson,97,UNITED STATES v. HOFFMAN,10/23/47,,27,,125,,2,,,0,55,10,55,10,0,1,,2,1,4,0,1,0,0,10110,1,1,0,4,,4,401,,87,80,1,5,4,86,HHBurton,1,1,1,2,,
1947-111,1947-111-01,1947-111-01-01,1947-111-01-01-01-02,6/21/1948,1,335 U.S. 77,68 S. Ct. 1413,92 L. Ed. 2d 1830,1948 U.S. LEXIS 1934,1947,1301,Vinson,97,UNITED STATES v. HOFFMAN,10/23/47,,27,,125,,2,,,0,55,10,55,10,0,1,,2,1,4,0,1,0,0,10110,1,1,0,4,,4,401,,87,80,1,5,4,84,RHJackson,2,3,2,1,,
1947-111,1947-111-01,1947-111-01-01,1947-111-01-01-01-03,6/21/1948,1,335 U.S. 77,68 S. Ct. 1413,92 L. Ed. 2d 1830,1948 U.S. LEXIS 1934,1947,1301,Vinson,97,UNITED STATES v. HOFFMAN,10/23/47,,27,,125,,2,,,0,55,10,55,10,0,1,,2,1,4,0,1,0,0,10110,1,1,0,4,,4,401,,87,80,1,5,4,81,WODouglas,1,1,1,2,,
1947-111,1947-111-01,1947-111-01-01,1947-111-01-01-01-04,6/21/1948,1,335 U.S. 77,68 S. Ct. 1413,92 L. Ed. 2d 1830,1948 U.S. LEXIS 1934,1947,1301,Vinson,97,UNITED STATES v. HOFFMAN,10/23/47,,27,,125,,2,,,0,55,10,55,10,0,1,,2,1,4,0,1,0,0,10110,1,1,0,4,,4,401,,87,80,1,5,4,80,FFrankfurter,2,2,2,1,,
1947-111,1947-111-01,1947-111-01-01,1947-111-01-01-01-05,6/21/1948,1,335 U.S. 77,68 S. Ct. 1413,92 L. Ed. 2d 1830,1948 U.S. LEXIS 1934,1947,1301,Vinson,97,UNITED STATES v. HOFFMAN,10/23/47,,27,,125,,2,,,0,55,10,55,10,0,1,,2,1,4,0,1,0,0,10110,1,1,0,4,,4,401,,87,80,1,5,4,79,SFReed,1,1,1,2,,
1947-111,1947-111-01,1947-111-01-01,1947-111-01-01-01-06,6/21/1948,1,335 U.S. 77,68 S. Ct. 1413,92 L. Ed. 2d 1830,1948 U.S. LEXIS 1934,1947,1301,Vinson,97,UNITED STATES v. HOFFMAN,10/23/47,,27,,125,,2,,,0,55,10,55,10,0,1,,2,1,4,0,1,0,0,10110,1,1,0,4,,4,401,,87,80,1,5,4,78,HLBlack,1,1,1,2,,
