"","term","medianJJ","lib_median","lib_court","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","_merge"
"4807",1975,"PStewart",0,0,"1975-081","1975-081-01","1975-081-01-01","1975-081-01-01-01",1976-04-21,1,"425 U.S. 435","96 S. Ct. 1619","48 L. Ed. 2d 71","1976 U.S. LEXIS 148",1506,"Burger","74-1179","UNITED STATES v. MILLER",1976-01-12,NA,27,NA,100,NA,1,NA,NA,0,59,NA,25,NA,0,12,3,2,1,4,0,1,0,0,10050,1,1,0,1,NA,2,205,"",101,99,1,7,2,3
"4808",1975,"PStewart",0,0,"1975-077","1975-077-01","1975-077-01-01","1975-077-01-01-01",1976-04-20,1,"425 U.S. 308","96 S. Ct. 1551","47 L. Ed. 2d 810","1976 U.S. LEXIS 115",1506,"Burger","74-1187","BAXTER et al. v. PALMIGIANO",1975-12-15,NA,28,47,215,NA,1,NA,NA,0,113,NA,21,NA,1,12,12,2,1,3,0,1,0,0,40040,4,1,0,2,NA,2,230,"",95,99,1,6,2,3
"4809",1975,"PStewart",0,0,"1975-077","1975-077-02","1975-077-02-01","1975-077-02-01-01",1976-04-20,1,"425 U.S. 308","96 S. Ct. 1551","47 L. Ed. 2d 810","1976 U.S. LEXIS 115",1506,"Burger","74-1194","ENOMOTO, CORRECTIONS DIRECTOR, et al. v. CLUTCHETTE et al.",1975-12-15,NA,28,6,215,NA,1,NA,NA,0,50,NA,29,NA,1,12,12,2,1,3,0,1,0,0,40040,4,1,0,2,NA,2,230,"",95,99,1,6,2,3
"4810",1975,"PStewart",0,0,"1975-048","1975-048-01","1975-048-01-01","1975-048-01-01-01",1976-03-03,1,"424 U.S. 589","96 S. Ct. 1017","47 L. Ed. 2d 258","1976 U.S. LEXIS 28",1506,"Burger","74-1216","RISTAINO et al. v. ROSS",1975-12-08,NA,28,26,222,NA,1,NA,NA,0,80,NA,21,NA,0,12,2,2,1,3,0,1,0,0,10230,1,1,0,2,NA,2,230,"",101,99,1,6,2,3
"4811",1975,"PStewart",0,0,"1975-181","1975-181-02","1975-181-02-01","1975-181-02-01-01",1976-07-06,1,"428 U.S. 465","96 S. Ct. 3037","49 L. Ed. 2d 1067","1976 U.S. LEXIS 86",1506,"Burger","74-1222","WOLFF, WARDEN v. RICE",1976-02-24,NA,28,32,126,NA,1,NA,NA,0,89,NA,28,NA,0,12,2,2,1,3,0,1,0,0,10020,1,1,0,3,NA,3,341,"",101,99,1,6,3,3
"4812",1975,"PStewart",0,0,"1975-078","1975-078-01","1975-078-01-01","1975-078-01-01-01",1976-04-21,1,"425 U.S. 341","96 S. Ct. 1612","48 L. Ed. 2d 1","1976 U.S. LEXIS 147",1506,"Burger","74-1243","BECKWITH v. UNITED STATES",1975-12-01,NA,100,NA,27,NA,1,69,NA,0,55,NA,32,NA,0,2,2,1,1,2,0,0,0,0,10100,1,1,0,1,NA,2,209,"",99,99,1,7,1,3
"4813",1975,"PStewart",0,0,"1975-057","1975-057-01","1975-057-01-01","1975-057-01-01-01",1976-03-23,1,"424 U.S. 737","96 S. Ct. 1202","47 L. Ed. 2d 435","1976 U.S. LEXIS 139",1506,"Burger","74-1245","LIBERTY MUTUAL INSURANCE CO. v. WETZEL et al.",1976-01-19,NA,171,NA,154,NA,1,NA,NA,0,111,NA,23,NA,0,12,2,1,1,5,0,0,0,0,90330,9,1,0,3,4,4,400,"",102,99,1,8,0,3
"4814",1975,"PStewart",0,0,"1975-034","1975-034-01","1975-034-01-01","1975-034-01-01-01",1976-02-24,1,"424 U.S. 295","96 S. Ct. 910","47 L. Ed. 2d 1","1976 U.S. LEXIS 23",1506,"Burger","74-125","ALAMO LAND & CATTLE CO., INC. v. ARIZONA CERTIORARI TO THE UNITED STATES COURT OF APPEALS FOR THE NINTH CIRCUIT",1975-10-14,NA,241,NA,28,4,1,NA,NA,0,45,NA,29,NA,0,4,4,2,1,4,0,1,0,0,40070,4,1,0,2,NA,2,211,"",100,99,1,6,2,3
"4815",1975,"PStewart",0,0,"1975-124","1975-124-01","1975-124-01-01","1975-124-01-01-01",1976-06-14,1,"426 U.S. 407","96 S. Ct. 2140","48 L. Ed. 2d 736","1976 U.S. LEXIS 106",1506,"Burger","74-1254","OIL, CHEMICAL & ATOMIC WORKERS INTERNATIONAL UNION, AFL-CIO, et al. v. MOBIL OIL CORP., MARINE TRANSPORTATION DEPARTMENT, GULF-EAST COAST OPERATIONS",1976-03-29,NA,249,NA,151,NA,1,NA,NA,0,119,NA,25,NA,1,12,2,1,1,3,0,1,0,0,70200,7,2,0,4,NA,3,356,"",98,99,1,7,2,3
"4816",1975,"PStewart",0,0,"1975-134","1975-134-01","1975-134-01-01","1975-134-01-01-01",1976-06-17,1,"426 U.S. 572","96 S. Ct. 2264","49 L. Ed. 2d 65","1976 U.S. LEXIS 65",1506,"Burger","74-1267","EXAMINING BOARD OF ENGINEERS, ARCHITECTS AND SURVEYORS et al. v. FLORES DE OTERO",1975-12-08,NA,4,46,106,NA,2,117,46,1,112,NA,112,NA,1,1,NA,2,3,2,0,0,0,0,20120,2,2,0,4,NA,3,314,"",100,99,1,7,1,3
"4817",1975,"PStewart",0,0,"1975-071","1975-071-01","1975-071-01-01","1975-071-01-01-01",1976-04-05,1,"425 U.S. 238","96 S. Ct. 1440","47 L. Ed. 2d 708","1976 U.S. LEXIS 35",1506,"Burger","74-1269","KELLEY, COMMISSIONER, SUFFOLK COUNTY POLICE DEPARTMENT v. JOHNSON",1975-12-08,NA,19,37,8,37,1,117,37,0,94,NA,22,NA,0,11,2,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",102,99,1,6,2,3
"4818",1975,"PStewart",0,0,"1975-105","1975-105-01","1975-105-01-01","1975-105-01-01-01",1976-06-01,1,"426 U.S. 1","96 S. Ct. 1938","48 L. Ed. 2d 434","1976 U.S. LEXIS 127",1506,"Burger","74-1270","TRAIN, ADMINISTRATOR, ENVIRONMENTAL PROTECTION AGENCY, et al. v. COLORADO PUBLIC INTEREST RESEARCH GROUP, INC., et al.",1975-12-09,NA,333,NA,150,NA,1,2,NA,0,52,NA,30,NA,0,10,3,2,1,3,0,1,0,0,80130,8,1,0,5,4,3,338,"",98,99,1,8,0,3
"4819",1975,"PStewart",0,0,"1975-061","1975-061-01","1975-061-01-01","1975-061-01-01-01",1976-03-24,1,"425 U.S. 1","96 S. Ct. 1305","47 L. Ed. 2d 537","1976 U.S. LEXIS 94",1506,"Burger","74-1274","ABBOTT LABORATORIES et al. v. PORTLAND RETAIL DRUGGISTS ASSN., INC.",1975-12-16,NA,143,NA,144,NA,1,NA,NA,0,108,NA,29,NA,0,10,5,2,1,5,0,1,0,0,80010,8,1,0,4,NA,3,364,"",100,99,1,6,2,3
"4820",1975,"PStewart",0,0,"1975-018","1975-018-01","1975-018-01-01","1975-018-01-01-01",1975-12-10,2,"423 U.S. 147","96 S. Ct. 347","46 L. Ed. 2d 350","1975 U.S. LEXIS 102",1505,"Burger","74-1287","WEINSTEIN et al. v. BRADFORD",NA,NA,4,38,126,NA,1,NA,NA,0,98,NA,24,NA,0,12,3,1,1,5,0,0,0,0,90130,9,1,0,1,NA,1,139,"",NA,99,1,8,0,3
"4821",1975,"PStewart",0,0,"1975-169","1975-169-01","1975-169-01-01","1975-169-01-01-01",1976-07-01,1,"428 U.S. 1","96 S. Ct. 2882","49 L. Ed. 2d 752","1976 U.S. LEXIS 10",1506,"Burger","74-1302","USERY, SECRETARY OF LABOR, et al. v. TURNER ELKHORN MINING CO. et al.",1975-12-02,NA,371,NA,132,NA,2,NA,NA,1,73,NA,73,NA,0,1,2,1,1,5,1,1,0,0,40010,4,2,0,1,NA,2,207,"",98,99,1,6,2,3
"4822",1975,"PStewart",0,0,"1975-120","1975-120-01","1975-120-01-01","1975-120-01-01-01",1976-06-10,1,"426 U.S. 341","96 S. Ct. 2074","48 L. Ed. 2d 684","1976 U.S. LEXIS 59",1506,"Burger","74-1303","BISHOP v. WOOD et al.",1976-03-01,NA,8,38,3,38,1,117,38,0,100,NA,24,NA,1,12,2,1,1,2,0,0,0,0,40030,4,1,0,2,NA,2,230,"",103,99,1,5,4,3
"4823",1975,"PStewart",0,0,"1975-109","1975-109-02","1975-109-02-01","1975-109-02-01-01",1976-06-07,1,"426 U.S. 128","96 S. Ct. 2062","48 L. Ed. 2d 523","1976 U.S. LEXIS 128",1506,"Burger","74-1304","NEVADA ex rel. WESTERGARD v. UNITED STATES et al.",1976-01-12,NA,28,33,27,NA,1,117,33,0,90,NA,29,NA,0,11,2,2,1,2,0,0,0,0,80130,8,2,0,4,NA,6,600,"16 U.S.C. § 431",99,99,1,9,0,3
"4824",1975,"PStewart",0,0,"1975-008","1975-008-01","1975-008-01-01","1975-008-01-01-01",1975-11-17,2,"423 U.S. 44","96 S. Ct. 249","46 L. Ed. 2d 181","1975 U.S. LEXIS 94",1505,"Burger","74-1312","TURNER v. DEPARTMENT OF EMPLOYMENT SECURITY OF UTAH et al.",NA,NA,248,NA,7,52,1,117,52,0,300,52,300,52,0,12,2,1,3,5,0,1,0,0,20140,2,2,0,2,NA,2,230,"",NA,92,1,5,1,3
"4825",1975,"PStewart",0,0,"1975-169","1975-169-02","1975-169-02-01","1975-169-02-01-01",1976-07-01,1,"428 U.S. 1","96 S. Ct. 2882","49 L. Ed. 2d 752","1976 U.S. LEXIS 10",1506,"Burger","74-1316","TURNER ELKHORN MINING CO. et al. v. USERY, SECRETARY OF LABOR, et al.",1975-12-02,NA,132,NA,371,NA,2,NA,NA,1,73,NA,73,NA,0,1,2,2,1,2,0,0,0,0,40010,4,2,0,1,NA,2,207,"",98,99,1,6,2,3
"4826",1975,"PStewart",0,0,"1975-089","1975-089-01","1975-089-01-01","1975-089-01-01-01",1976-05-03,6,"425 U.S. 559","96 S. Ct. 1752","48 L. Ed. 2d 169","1976 U.S. LEXIS 51",1506,"Burger","74-1318","DREW MUNICIPAL SEPARATE SCHOOL DISTRICT et al. v. ANDREWS et al.",1976-03-03,NA,21,29,188,NA,1,NA,NA,0,84,NA,25,NA,0,12,NA,1,1,9,0,0,0,0,90150,9,1,0,3,NA,5,508,"",NA,99,1,9,0,3
"4827",1975,"PStewart",0,0,"1975-091","1975-091-01","1975-091-01-01","1975-091-01-01-01",1976-05-19,1,"425 U.S. 610","96 S. Ct. 1755","48 L. Ed. 2d 243","1976 U.S. LEXIS 149",1506,"Burger","74-1329","HYNES et al. v. MAYOR AND COUNCIL OF BOROUGH OF ORADELL et al.",1975-12-10,NA,211,NA,3,35,2,NA,NA,0,302,35,300,35,1,1,4,1,4,4,0,1,0,0,30010,3,2,0,2,NA,2,200,"",99,99,1,7,1,3
"4828",1975,"PStewart",0,0,"1975-171","1975-171-01","1975-171-01-01","1975-171-01-01-01",1976-07-01,1,"428 U.S. 106","96 S. Ct. 2868","49 L. Ed. 2d 826","1976 U.S. LEXIS 161",1506,"Burger","74-1393","SINGLETON, CHIEF, BUREAU OF MEDICAL SERVICES, DEPARTMENT OF HEALTH AND WELFARE OF MISSOURI v. WULFF et al.",1976-03-23,NA,28,30,206,NA,1,NA,NA,0,86,NA,28,NA,0,12,3,1,1,4,0,1,0,0,90240,9,2,0,1,NA,1,139,"",100,92,1,5,4,3
"4829",1975,"PStewart",0,0,"1975-024","1975-024-01","1975-024-01-01","1975-024-01-01-01",1976-01-14,1,"423 U.S. 276","96 S. Ct. 535","46 L. Ed. 2d 495","1976 U.S. LEXIS 120",1506,"Burger","74-1396","MICHELIN TIRE CORP. v. WAGES, TAX COMMISSIONER, et al.",1975-10-15,NA,252,NA,5,13,1,117,13,0,302,13,300,13,0,12,6,2,1,2,0,0,1,0,80100,8,2,0,2,NA,1,129,"",92,99,1,8,0,3
"4830",1975,"PStewart",0,0,"1975-157","1975-157-01","1975-157-01-01","1975-157-01-01-01",1976-06-25,1,"427 U.S. 328","96 S. Ct. 2709","49 L. Ed. 2d 534","1976 U.S. LEXIS 76",1506,"Burger","74-1409","NORTH v. RUSSELL et al.",1975-12-09,NA,126,NA,16,21,2,NA,NA,0,302,21,300,21,0,1,2,1,1,2,0,0,0,0,40010,4,1,0,2,NA,2,230,"",99,99,1,6,2,3
"4831",1975,"PStewart",0,0,"1975-170","1975-170-02","1975-170-02-01","1975-170-02-01-01",1976-07-01,1,"428 U.S. 52","96 S. Ct. 2831","49 L. Ed. 2d 788","1976 U.S. LEXIS 13",1506,"Burger","74-1419","DANFORTH, ATTORNEY GENERAL OF MISSOURI v. PLANNED PARENTHOOD OF CENTRAL MISSOURI et al.",1976-03-23,NA,28,30,165,NA,2,NA,NA,1,86,NA,86,NA,1,1,NA,1,3,7,0,1,0,0,50020,5,2,0,2,NA,2,230,"",100,92,1,6,3,3
"4832",1975,"PStewart",0,0,"1975-112","1975-112-01","1975-112-01-01","1975-112-01-01-01",1976-06-07,1,"426 U.S. 200","96 S. Ct. 2022","48 L. Ed. 2d 578","1976 U.S. LEXIS 105",1506,"Burger","74-1435","ENVIRONMENTAL PROTECTION AGENCY et al. v. CALIFORNIA ex rel. STATE WATER RESOURCES CONTROL BOARD et al.",1976-01-13,NA,333,NA,4,6,1,33,NA,0,29,NA,29,NA,0,12,5,1,1,3,0,1,0,0,100090,10,2,0,4,NA,3,338,"",95,99,1,7,2,3
"4833",1975,"PStewart",0,0,"1975-009","1975-009-01","1975-009-01-01","1975-009-01-01-01",1975-11-17,2,"423 U.S. 48","96 S. Ct. 243","46 L. Ed. 2d 185","1975 U.S. LEXIS 95",1505,"Burger","74-1451","ROSE, WARDEN v. LOCKE",NA,NA,28,50,100,NA,1,NA,NA,0,116,NA,26,NA,0,12,3,2,1,3,0,1,0,0,40010,4,1,0,2,NA,2,230,"",NA,99,1,5,3,3
"4834",1975,"PStewart",0,0,"1975-097","1975-097-01","1975-097-01-01","1975-097-01-01-01",1976-05-24,1,"425 U.S. 738","96 S. Ct. 1848","48 L. Ed. 2d 338","1976 U.S. LEXIS 150",1506,"Burger","74-1452","HOSPITAL BUILDING CO. v. TRUSTEES OF REX HOSPITAL et al.",1976-02-25,NA,167,NA,167,NA,1,NA,NA,0,98,NA,24,NA,0,12,2,1,1,4,0,1,0,0,80010,8,2,0,4,NA,3,367,"",98,99,1,9,0,3
"4835",1975,"PStewart",0,0,"1975-125","1975-125-01","1975-125-01-01","1975-125-01-01-01",1976-06-14,1,"426 U.S. 438","96 S. Ct. 2126","48 L. Ed. 2d 757","1976 U.S. LEXIS 155",1506,"Burger","74-1471","TSC INDUSTRIES, INC., et al. v. NORTHWAY, INC.",1976-03-03,NA,197,NA,196,NA,1,NA,NA,0,66,NA,27,NA,0,2,3,2,1,4,0,1,0,0,80120,8,1,0,5,NA,3,365,"",98,99,1,8,0,3
"4836",1975,"PStewart",0,0,"1975-092","1975-092-01","1975-092-01-01","1975-092-01-01-01",1976-05-19,1,"425 U.S. 637","96 S. Ct. 1800","48 L. Ed. 2d 263","1976 U.S. LEXIS 53",1506,"Burger","74-1481","AMERICAN MOTORISTS INSURANCE CO. v. STARNES",1976-02-23,NA,171,NA,227,NA,2,NA,NA,0,301,51,300,51,0,1,2,2,1,2,0,0,0,0,90140,9,2,0,2,NA,2,231,"",92,99,1,9,0,3
"4837",1975,"PStewart",0,0,"1975-119","1975-119-01","1975-119-01-01","1975-119-01-01-01",1976-06-10,7,"426 U.S. 317","96 S. Ct. 2086","48 L. Ed. 2d 666","1976 U.S. LEXIS 58",1506,"Burger","74-1487","UNITED STATES v. MACCOLLOM",1976-03-29,NA,27,NA,213,NA,1,NA,NA,0,129,NA,29,NA,1,12,3,2,1,3,0,1,0,0,20370,2,1,0,1,NA,2,212,"",102,99,1,5,4,3
"4838",1975,"PStewart",0,0,"1975-132","1975-132-01","1975-132-01-01","1975-132-01-01-01",1976-06-17,1,"426 U.S. 529","96 S. Ct. 2285","49 L. Ed. 2d 34","1976 U.S. LEXIS 124",1506,"Burger","74-1488","KLEPPE, SECRETARY OF THE INTERIOR v. NEW MEXICO et al.",1976-03-23,NA,326,NA,28,36,2,26,NA,1,93,NA,93,NA,0,1,3,1,1,4,0,1,0,0,80130,8,2,0,1,NA,1,146,"",98,99,1,9,0,3
"4839",1975,"PStewart",0,0,"1975-113","1975-113-01","1975-113-01-01","1975-113-01-01-01",1976-06-07,1,"426 U.S. 229","96 S. Ct. 2040","48 L. Ed. 2d 597","1976 U.S. LEXIS 154",1506,"Burger","74-1492","WASHINGTON, MAYOR OF WASHINGTON, D. C., et al. v. DAVIS et al.",1976-03-01,NA,28,10,10,10,1,117,10,0,55,NA,32,NA,1,12,4,2,1,3,0,1,0,0,20060,2,1,0,1,NA,2,212,"",95,99,1,7,2,3
"4840",1975,"PStewart",0,0,"1975-158","1975-158-01","1975-158-01-01","1975-158-01-01-01",1976-06-25,7,"427 U.S. 347","96 S. Ct. 2673","49 L. Ed. 2d 547","1976 U.S. LEXIS 109",1506,"Burger","74-1520","ELROD, SHERIFF, et al. v. BURNS et al.",1976-04-19,NA,211,NA,8,17,1,NA,NA,0,66,NA,27,NA,0,12,4,2,1,2,0,0,0,0,30010,3,2,0,2,NA,2,201,"",92,92,1,5,3,3
"4841",1975,"PStewart",0,0,"1975-136","1975-136-01","1975-136-01-01","1975-136-01-01-01",1976-06-17,1,"426 U.S. 637","96 S. Ct. 2253","49 L. Ed. 2d 108","1976 U.S. LEXIS 67",1506,"Burger","74-1529","HENDERSON, CORRECTIONAL SUPERINTENDENT v. MORGAN",1976-02-24,NA,28,37,126,NA,1,NA,NA,0,95,NA,22,NA,0,12,2,2,1,2,0,0,0,0,10030,1,2,0,2,NA,2,230,"",103,92,1,7,2,3
"4842",1975,"PStewart",0,0,"1975-153","1975-153-01","1975-153-01-01","1975-153-01-01-01",1976-06-25,1,"427 U.S. 246","96 S. Ct. 2518","49 L. Ed. 2d 474","1976 U.S. LEXIS 108",1506,"Burger","74-1542","UNION ELECTRIC CO. v. ENVIRONMENTAL PROTECTION AGENCY et al.",1976-01-21,NA,148,NA,333,NA,1,33,NA,0,28,NA,28,NA,0,2,9,2,1,2,0,0,0,0,80130,8,2,0,4,5,3,304,"",98,99,1,9,0,3
"4843",1975,"PStewart",0,0,"1975-003","1975-003-01","1975-003-01-01","1975-003-01-01-01",1975-11-11,2,"423 U.S. 6","96 S. Ct. 168","46 L. Ed. 2d 148","1975 U.S. LEXIS 91",1504,"Burger","74-1544","BOEHNING, CHAIRMAN COMMISSIONER, STATE HIGHWAY COMMISSION, et al. v. INDIANA STATE EMPLOYEES ASSN., INC., et al.",NA,NA,19,18,9,18,1,117,18,0,69,NA,27,NA,0,12,3,2,1,4,0,1,0,0,90090,9,1,0,7,3,NA,NA,"",NA,99,1,8,1,3
"4844",1975,"PStewart",0,0,"1975-182","1975-182-01","1975-182-01-01","1975-182-01-01-01",1976-07-06,1,"428 U.S. 543","96 S. Ct. 3074","49 L. Ed. 2d 1116","1976 U.S. LEXIS 87",1506,"Burger","74-1560","UNITED STATES v. MARTINEZ-FUERTE et al.",1976-04-26,NA,27,NA,100,NA,1,NA,NA,0,51,NA,29,NA,1,12,3,2,1,4,0,1,0,0,10060,1,1,0,1,NA,2,205,"",101,99,1,7,2,3
"4845",1975,"PStewart",0,0,"1975-138","1975-138-01","1975-138-01-01","1975-138-01-01-01",1976-06-21,1,"426 U.S. 668","96 S. Ct. 2358","49 L. Ed. 2d 132","1976 U.S. LEXIS 186",1506,"Burger","74-1563","CITY OF EASTLAKE et al. v. FOREST CITY ENTERPRISES, INC.",1976-03-01,NA,3,41,195,NA,1,117,41,0,302,41,300,41,0,12,3,2,1,4,0,1,0,0,80150,8,1,0,2,NA,2,230,"",99,99,1,6,3,3
"4846",1975,"PStewart",0,0,"1975-004","1975-004-01","1975-004-01-01","1975-004-01-01-01",1975-11-11,2,"423 U.S. 9","96 S. Ct. 170","46 L. Ed. 2d 152","1975 U.S. LEXIS 92",1504,"Burger","74-1569","CONNECTICUT v. MENILLO",NA,NA,28,8,100,NA,1,NA,NA,0,302,8,300,8,0,12,3,2,1,5,0,1,0,0,50020,5,1,0,2,NA,2,230,"",NA,99,1,9,0,3
"4847",1975,"PStewart",0,0,"1975-104","1975-104-01","1975-104-01-01","1975-104-01-01-01",1976-06-01,1,"425 U.S. 840","96 S. Ct. 1949","48 L. Ed. 2d 416","1976 U.S. LEXIS 102",1506,"Burger","74-1599","CHANDLER v. ROUDEBUSH, ADMINISTRATOR OF VETERANS' AFFAIRS, et al.",1976-03-02,NA,11,60,414,NA,1,114,NA,0,48,NA,29,NA,0,2,2,1,1,4,0,1,0,0,20060,2,2,0,4,NA,3,384,"",94,99,1,9,0,3
"4848",1975,"PStewart",0,0,"1975-130","1975-130-01","1975-130-01-01","1975-130-01-01-01",1976-06-17,1,"426 U.S. 482","96 S. Ct. 2308","49 L. Ed. 2d 1","1976 U.S. LEXIS 64",1506,"Burger","74-1606","HORTONVILLE JOINT SCHOOL DISTRICT NO. 1 et al. v. HORTONVILLE EDUCATION ASSN. et al.",1976-02-23,NA,21,58,8,58,1,117,58,0,302,58,300,58,0,11,3,2,1,4,0,1,0,0,40050,4,1,0,2,NA,2,230,"",99,99,1,6,3,3
"4849",1975,"PStewart",0,0,"1975-142","1975-142-01","1975-142-01-01","1975-142-01-01-01",1976-06-24,1,"426 U.S. 794","96 S. Ct. 2488","49 L. Ed. 2d 220","1976 U.S. LEXIS 136",1506,"Burger","74-1607","HUGHES, SECRETARY OF TRANSPORTATION OF MARYLAND, et al. v. ALEXANDRIA SCRAP CORP.",1976-01-21,NA,28,25,122,NA,2,NA,NA,1,79,NA,79,NA,0,1,NA,2,1,3,0,1,0,0,80110,8,1,0,2,NA,1,111,"",101,99,1,6,3,3
"4850",1975,"PStewart",0,0,"1975-094","1975-094-01","1975-094-01-01","1975-094-01-01-01",1976-05-19,1,"425 U.S. 662","96 S. Ct. 1806","48 L. Ed. 2d 284","1976 U.S. LEXIS 99",1506,"Burger","74-1608","NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE et al. v. FEDERAL POWER COMMISSION",1976-02-25,NA,222,NA,352,NA,1,52,NA,0,32,NA,32,NA,0,12,11,1,1,2,0,1,0,0,20060,2,2,0,5,NA,3,336,"",94,99,1,8,0,3
"4851",1975,"PStewart",0,0,"1975-094","1975-094-02","1975-094-02-01","1975-094-02-01-01",1976-05-19,1,"425 U.S. 662","96 S. Ct. 1806","48 L. Ed. 2d 284","1976 U.S. LEXIS 99",1506,"Burger","74-1619","FEDERAL POWER COMMISSION v. NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE et al.",1976-02-25,NA,352,NA,222,NA,1,52,NA,0,32,NA,32,NA,0,11,11,2,1,2,0,0,0,0,20060,2,2,0,5,NA,3,336,"",94,99,1,8,0,3
"4852",1975,"PStewart",0,0,"1975-163","1975-163-01","1975-163-01-01","1975-163-01-01-01",1976-06-29,1,"427 U.S. 463","96 S. Ct. 2737","49 L. Ed. 2d 627","1976 U.S. LEXIS 78",1506,"Burger","74-1646","ANDRESEN v. MARYLAND",1976-02-25,NA,111,NA,28,25,1,NA,NA,0,302,25,301,25,0,12,2,1,1,2,0,0,0,0,10090,1,1,0,2,NA,2,210,"",100,99,1,7,2,3
"4853",1975,"PStewart",0,0,"1975-084","1975-084-01","1975-084-01-01","1975-084-01-01-01",1976-04-27,1,"425 U.S. 463","96 S. Ct. 1634","48 L. Ed. 2d 96","1976 U.S. LEXIS 48",1506,"Burger","74-1656","MOE, SHERIFF, et al. v. CONFEDERATED SALISH AND KOOTENAI TRIBES OF THE FLATHEAD RESERVATION et al.",1976-01-20,NA,28,31,170,NA,2,NA,NA,1,88,NA,88,NA,1,1,NA,2,1,2,0,0,0,0,20160,2,2,0,4,NA,6,600,"28 U.S.C. § 1341",102,99,1,9,0,3
"4854",1975,"PStewart",0,0,"1975-062","1975-062-01","1975-062-01-01","1975-062-01-01-01",1976-03-24,1,"425 U.S. 25","96 S. Ct. 1281","47 L. Ed. 2d 556","1976 U.S. LEXIS 29",1506,"Burger","74-175","MIDDENDORF, SECRETARY OF THE NAVY, et al. v. HENRY et al.",1975-01-22,1975-11-05,377,NA,186,NA,1,NA,NA,0,48,NA,29,NA,0,12,5,2,1,3,0,1,0,0,10120,1,1,0,1,NA,2,214,"",102,99,1,5,3,3
"4855",1975,"PStewart",0,0,"1975-080","1975-080-01","1975-080-01-01","1975-080-01-01-01",1976-04-21,1,"425 U.S. 391","96 S. Ct. 1569","48 L. Ed. 2d 39","1976 U.S. LEXIS 98",1506,"Burger","74-18","FISHER et al. v. UNITED STATES et al.",1975-11-03,NA,111,NA,27,NA,1,69,NA,0,109,NA,23,NA,0,2,2,1,1,2,0,0,0,0,10090,1,1,0,1,NA,2,210,"",95,99,1,8,0,3
"4856",1975,"PStewart",0,0,"1975-035","1975-035-01","1975-035-01-01","1975-035-01-01-01",1976-02-24,1,"424 U.S. 319","96 S. Ct. 893","47 L. Ed. 2d 18","1976 U.S. LEXIS 141",1506,"Burger","74-204","MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. ELDRIDGE",1975-10-06,NA,362,NA,140,NA,1,62,NA,0,127,NA,24,NA,0,12,2,2,1,3,0,1,0,0,20180,2,1,0,1,NA,2,207,"",101,99,1,6,2,3
"4857",1975,"PStewart",0,0,"1975-028","1975-028-01","1975-028-01-01","1975-028-01-01-01",1976-01-20,1,"423 U.S. 336","96 S. Ct. 584","46 L. Ed. 2d 542","1976 U.S. LEXIS 41",1506,"Burger","74-206","THERMTRON PRODUCTS, INC., et al. v. HERMANSDORFER, U.S. DISTRICT JUDGE",1975-10-07,NA,122,NA,16,60,1,NA,NA,0,73,NA,26,NA,0,12,9,1,1,4,0,1,0,0,90320,9,2,0,4,3,6,600,"28 U.S.C. § 1441",95,92,1,5,3,3
"4858",1975,"PStewart",0,0,"1975-111","1975-111-01","1975-111-01-01","1975-111-01-01-01",1976-06-07,1,"426 U.S. 167","96 S. Ct. 2006","48 L. Ed. 2d 555","1976 U.S. LEXIS 104",1506,"Burger","74-220","HANCOCK, ATTORNEY GENERAL OF KENTUCKY v. TRAIN, ADMINISTRATOR, ENVIRONMENTAL PROTECTION AGENCY, et al.",1976-01-13,NA,28,21,333,NA,1,117,21,0,74,NA,26,NA,0,2,2,2,1,2,0,0,0,0,100090,10,2,0,4,NA,3,304,"",95,99,1,7,2,3
"4859",1975,"PStewart",0,0,"1975-079","1975-079-01","1975-079-01-01","1975-079-01-01-01",1976-04-21,1,"425 U.S. 352","96 S. Ct. 1592","48 L. Ed. 2d 11","1976 U.S. LEXIS 97",1506,"Burger","74-489","DEPARTMENT OF THE AIR FORCE et al. v. ROSE et al.",1975-10-08,NA,303,NA,226,NA,1,3,NA,0,96,NA,22,NA,0,12,3,2,1,2,0,0,0,0,50040,5,2,0,4,NA,3,335,"",92,92,1,5,3,3
